peak_label	chr	start_coord	end_coord	length_peak	abs_summit_coord	pileup_height	neg_log10_pvalue	gene_3UTR	UTR_start	UTR_end	UTR_strand
sample_1_wt_rep1_peak_212	1	1277474	1277650	177	1277568	317	327.47882	NCU02103	1276891	1277586	+
sample_1_wt_rep1_peak_215a	1	1296282	1296529	248	1296343	80	27.22411	NCU02099	1296167	1296535	+
sample_1_wt_rep1_peak_215b	1	1296282	1296529	248	1296478	691	810.34711	NCU02099	1296167	1296535	+
sample_1_wt_rep1_peak_227	1	1437823	1437917	95	1437871	175	138.83961	NCU02079	1437773	1438493	-
sample_1_wt_rep1_peak_228	1	1438296	1438375	80	1438334	77	37.35146	NCU02079	1437773	1438493	-
sample_1_wt_rep1_peak_229a	1	1443503	1443827	325	1443539	52	18.37109	NCU02078	1443320	1443859	+
sample_1_wt_rep1_peak_229b	1	1443503	1443827	325	1443737	260	247.52802	NCU02078	1443320	1443859	+
sample_1_wt_rep1_peak_230	1	1447899	1447977	79	1447938	940	1399.70776	NCU02076	1447740	1448502	-
sample_1_wt_rep1_peak_231	1	1448056	1448228	173	1448091	32	6.78864	NCU02076	1447740	1448502	-
sample_1_wt_rep1_peak_237a	1	1491902	1492164	263	1491981	1537	2412.75781	NCU02064	1491850	1492150	-
sample_1_wt_rep1_peak_237b	1	1491902	1492164	263	1492125	270	227.57988	NCU02064	1491850	1492150	-
sample_1_wt_rep1_peak_245a	1	1539602	1539863	262	1539655	127	84.95546	NCU10806	1539599	1539993	-
sample_1_wt_rep1_peak_245b	1	1539602	1539863	262	1539794	164	125.92573	NCU10806	1539599	1539993	-
sample_1_wt_rep1_peak_257	1	1625908	1626086	179	1625980	78	38.19088	NCU02031	1625847	1626629	+
sample_1_wt_rep1_peak_258	1	1626179	1626275	97	1626226	58	22.53888	NCU02031	1625847	1626629	+
sample_1_wt_rep1_peak_269	1	1675366	1675450	85	1675407	48	14.38504	NCU02012	1675354	1675804	-
sample_1_wt_rep1_peak_270	1	1675583	1675725	143	1675666	132	85.72195	NCU02012	1675354	1675804	-
sample_1_wt_rep1_peak_271	1	1679872	1680000	129	1679957	230	207.55238	NCU02011	1679855	1680783	-
sample_1_wt_rep1_peak_272	1	1680196	1680294	99	1680248	155	115.59498	NCU02011	1679855	1680783	-
sample_1_wt_rep1_peak_273a	1	1685890	1686257	368	1685914	25	3.81243	NCU02010	1685685	1686358	-
sample_1_wt_rep1_peak_273b	1	1685890	1686257	368	1686085	278	272.24283	NCU02010	1685685	1686358	-
sample_1_wt_rep1_peak_273c	1	1685890	1686257	368	1686211	316	326.03546	NCU02010	1685685	1686358	-
sample_1_wt_rep1_peak_274a	1	1690529	1690833	305	1690574	180	144.80907	NCU02009	1690523	1690864	-
sample_1_wt_rep1_peak_274b	1	1690529	1690833	305	1690701	28	5.00434	NCU02009	1690523	1690864	-
sample_1_wt_rep1_peak_274c	1	1690529	1690833	305	1690803	31	6.32286	NCU02009	1690523	1690864	-
sample_1_wt_rep1_peak_286a	1	1751824	1752266	443	1751872	73	32.49433	NCU01992	1751806	1752239	-
sample_1_wt_rep1_peak_286b	1	1751824	1752266	443	1752014	56	19.99832	NCU01992	1751806	1752239	-
sample_1_wt_rep1_peak_286c	1	1751824	1752266	443	1752106	546	674.32245	NCU01992	1751806	1752239	-
sample_1_wt_rep1_peak_287b	1	1755800	1756008	209	1755973	37	9.29913	NCU01991	1755857	1756242	-
sample_1_wt_rep1_peak_288	1	1756103	1756179	77	1756154	55	20.42071	NCU01991	1755857	1756242	-
sample_1_wt_rep1_peak_298b	1	1818868	1819152	285	1818997	29	5.43034	NCU01972	1818997	1819379	-
sample_1_wt_rep1_peak_298c	1	1818868	1819152	285	1819119	77	37.35146	NCU01972	1818997	1819379	-
sample_1_wt_rep1_peak_306b	1	1837021	1837469	449	1837177	5948	9062.55176	NCU01966	1836873	1837557	-
sample_1_wt_rep1_peak_306c	1	1837021	1837469	449	1837305	141	15.26724	NCU01966	1836873	1837557	-
sample_1_wt_rep1_peak_306d	1	1837021	1837469	449	1837426	760	506.35083	NCU01966	1836873	1837557	-
sample_1_wt_rep1_peak_307a	1	1847326	1847664	339	1847366	218	80.16586	NCU01964	1847284	1847697	+
sample_1_wt_rep1_peak_307b	1	1847326	1847664	339	1847506	133	28.0787	NCU01964	1847284	1847697	+
sample_1_wt_rep1_peak_307c	1	1847326	1847664	339	1847625	104	15.07669	NCU01964	1847284	1847697	+
sample_1_wt_rep1_peak_319	1	1899341	1899450	110	1899390	3132	3361.75732	NCU01948	1899267	1900281	+
sample_1_wt_rep1_peak_320	1	1899586	1899662	77	1899624	1313	940.05054	NCU01948	1899267	1900281	+
sample_1_wt_rep1_peak_321	1	1904257	1904366	110	1904326	86	10.67729	NCU01947	1904145	1905242	+
sample_1_wt_rep1_peak_322	1	1905057	1905138	82	1905097	139	97.79263	NCU01947	1904145	1905242	+
sample_1_wt_rep1_peak_325	1	1939337	1939422	86	1939379	162	123.61124	NCU01939	1939316	1940023	-
sample_1_wt_rep1_peak_326	1	1939684	1939811	128	1939754	291	290.40744	NCU01939	1939316	1940023	-
sample_1_wt_rep1_peak_327	1	1948220	1948326	107	1948273	167	129.4171	NCU01938	1948134	1950530	-
sample_1_wt_rep1_peak_328	1	1949605	1949691	87	1949645	135	93.46222	NCU01938	1948134	1950530	-
sample_1_wt_rep1_peak_330a	1	1970723	1971130	408	1970760	73	34.04953	NCU01932	1970618	1971203	-
sample_1_wt_rep1_peak_330b	1	1970723	1971130	408	1970864	28	5.00434	NCU01932	1970618	1971203	-
sample_1_wt_rep1_peak_330c	1	1970723	1971130	408	1970983	191	158.15005	NCU01932	1970618	1971203	-
sample_1_wt_rep1_peak_333	1	1993783	1993888	106	1993835	87	45.98276	NCU01927	1993661	1994771	+
sample_1_wt_rep1_peak_334	1	1994663	1994757	95	1994715	66	28.49766	NCU01927	1993661	1994771	+
sample_1_wt_rep1_peak_343a	1	2054834	2055211	378	2054905	405	459.40515	NCU01912	2054865	2055370	+
sample_1_wt_rep1_peak_343b	1	2054834	2055211	378	2055145	454	536.58789	NCU01912	2054865	2055370	+
sample_1_wt_rep1_peak_346a	1	2069649	2069897	249	2069699	116	73.61438	NCU01908	2069608	2070019	-
sample_1_wt_rep1_peak_346b	1	2069649	2069897	249	2069854	91	49.57551	NCU01908	2069608	2070019	-
sample_1_wt_rep1_peak_361b	1	2121769	2122002	234	2121952	617	808.66748	NCU01893	2121862	2122415	-
sample_1_wt_rep1_peak_362	1	2122144	2122238	95	2122189	120	77.68885	NCU01893	2121862	2122415	-
sample_1_wt_rep1_peak_363a	1	2129005	2129213	209	2129064	63	26.21243	NCU01891	2128881	2129251	-
sample_1_wt_rep1_peak_363b	1	2129005	2129213	209	2129169	98	56.04119	NCU01891	2128881	2129251	-
sample_1_wt_rep1_peak_371a	1	2167522	2167863	342	2167564	241	222.02496	NCU01881	2167484	2167840	-
sample_1_wt_rep1_peak_371b	1	2167522	2167863	342	2167786	209	180.5627	NCU01881	2167484	2167840	-
sample_1_wt_rep1_peak_381	1	2233515	2233613	99	2233566	62	25.46392	NCU01859	2233083	2233970	-
sample_1_wt_rep1_peak_382a	1	2233718	2233896	179	2233752	53	19.04646	NCU01859	2233083	2233970	-
sample_1_wt_rep1_peak_382b	1	2233718	2233896	179	2233847	1200	1911.85913	NCU01859	2233083	2233970	-
sample_1_wt_rep1_peak_401	1	2418949	2419023	75	2418985	45	13.8771	NCU02468	2418977	2419501	+
sample_1_wt_rep1_peak_402a	1	2419133	2419604	472	2419192	101	58.87839	NCU02468	2418977	2419501	+
sample_1_wt_rep1_peak_402b	1	2419133	2419604	472	2419313	42	12.08561	NCU02468	2418977	2419501	+
sample_1_wt_rep1_peak_402c	1	2419133	2419604	472	2419446	187	153.26637	NCU02468	2418977	2419501	+
sample_1_wt_rep1_peak_403a	1	2428874	2429188	315	2428950	147	106.60028	NCU02472	2428436	2429264	-
sample_1_wt_rep1_peak_403b	1	2428874	2429188	315	2429111	81	40.74153	NCU02472	2428436	2429264	-
sample_1_wt_rep1_peak_404d	1	2432383	2432888	506	2432849	165	127.08692	NCU02474	2432597	2433043	-
sample_1_wt_rep1_peak_405	1	2432999	2433077	79	2433036	69	30.84044	NCU02474	2432597	2433043	-
sample_1_wt_rep1_peak_419a	1	2503186	2503497	312	2503231	184	82.74477	NCU02492	2503157	2503493	+
sample_1_wt_rep1_peak_419b	1	2503186	2503497	312	2503353	818	848.32709	NCU02492	2503157	2503493	+
sample_1_wt_rep1_peak_419c	1	2503186	2503497	312	2503468	82	20.96427	NCU02492	2503157	2503493	+
sample_1_wt_rep1_peak_436a	1	2579662	2579902	241	2579700	89	29.6768	NCU02514	2579582	2580025	-
sample_1_wt_rep1_peak_436b	1	2579662	2579902	241	2579848	1886	2918.04956	NCU02514	2579582	2580025	-
sample_1_wt_rep1_peak_441a	1	2599405	2599664	260	2599457	239	219.37717	NCU02520	2599397	2599740	+
sample_1_wt_rep1_peak_441b	1	2599405	2599664	260	2599606	88	46.87375	NCU02520	2599397	2599740	+
sample_1_wt_rep1_peak_443b	1	2608407	2608699	293	2608556	108	65.64463	NCU02522	2608465	2608686	+
sample_1_wt_rep1_peak_443c	1	2608407	2608699	293	2608673	49	16.39377	NCU02522	2608465	2608686	+
sample_1_wt_rep1_peak_446a	1	2620577	2620785	209	2620614	48	15.75144	NCU02524	2620296	2620811	+
sample_1_wt_rep1_peak_446b	1	2620577	2620785	209	2620748	79	39.03575	NCU02524	2620296	2620811	+
sample_1_wt_rep1_peak_470	1	2725527	2725613	87	2725568	177	141.22012	NCU02556	2725327	2726005	+
sample_1_wt_rep1_peak_471	1	2725908	2725994	87	2725954	133	91.31599	NCU02556	2725327	2726005	+
sample_1_wt_rep1_peak_483	1	2786095	2786276	182	2786186	212	184.36472	NCU02576	2785577	2786433	+
sample_1_wt_rep1_peak_484	1	2786360	2786490	131	2786401	190	156.92574	NCU02576	2785577	2786433	+
sample_1_wt_rep1_peak_487	1	2788733	2788814	82	2788775	196	164.3053	NCU02578	2788725	2789266	-
sample_1_wt_rep1_peak_488	1	2788946	2789030	85	2788986	171	134.10823	NCU02578	2788725	2789266	-
sample_1_wt_rep1_peak_512a	1	2878292	2878483	192	2878337	147	106.60028	NCU02605	2878056	2878864	+
sample_1_wt_rep1_peak_512b	1	2878292	2878483	192	2878449	93	51.40017	NCU02605	2878056	2878864	+
sample_1_wt_rep1_peak_513a	1	2878658	2878896	239	2878700	363	395.28247	NCU02605	2878056	2878864	+
sample_1_wt_rep1_peak_513b	1	2878658	2878896	239	2878802	151	111.07487	NCU02605	2878056	2878864	+
sample_1_wt_rep1_peak_516a	1	2902302	2902527	226	2902342	192	159.37663	NCU02609	2901357	2902528	+
sample_1_wt_rep1_peak_516b	1	2902302	2902527	226	2902486	133	91.31599	NCU02609	2901357	2902528	+
sample_1_wt_rep1_peak_524a	1	2925675	2925879	205	2925714	55	20.42071	NCU02616	2925665	2926033	-
sample_1_wt_rep1_peak_524b	1	2925675	2925879	205	2925837	44	13.27048	NCU02616	2925665	2926033	-
sample_1_wt_rep1_peak_526a	1	2935248	2935552	305	2935296	244	226.01004	NCU02618	2934486	2935552	+
sample_1_wt_rep1_peak_526b	1	2935248	2935552	305	2935416	70	31.63374	NCU02618	2934486	2935552	+
sample_1_wt_rep1_peak_526c	1	2935248	2935552	305	2935506	77	37.35146	NCU02618	2934486	2935552	+
sample_1_wt_rep1_peak_527a	1	2942362	2942605	244	2942411	48	15.75144	NCU02620	2942339	2942854	+
sample_1_wt_rep1_peak_527b	1	2942362	2942605	244	2942570	49	16.39377	NCU02620	2942339	2942854	+
sample_1_wt_rep1_peak_535a	1	2986127	2986390	264	2986173	555	644.63043	NCU02629	2986087	2986584	-
sample_1_wt_rep1_peak_535b	1	2986127	2986390	264	2986340	1011	1430.01904	NCU02629	2986087	2986584	-
sample_1_wt_rep1_peak_545a	1	3010083	3010373	291	3010128	1874	2920.48315	NCU02637	3010082	3010511	-
sample_1_wt_rep1_peak_545b	1	3010083	3010373	291	3010333	50	8.77412	NCU02637	3010082	3010511	-
sample_1_wt_rep1_peak_548a	1	3046123	3046357	235	3046163	128	86.00726	NCU02644	3045986	3047360	+
sample_1_wt_rep1_peak_548b	1	3046123	3046357	235	3046298	157	117.87174	NCU02644	3045986	3047360	+
sample_1_wt_rep1_peak_553a	1	3067566	3067832	267	3067680	103	60.79107	NCU02650	3067431	3067876	+
sample_1_wt_rep1_peak_553b	1	3067566	3067832	267	3067794	38	9.83541	NCU02650	3067431	3067876	+
sample_1_wt_rep1_peak_555	1	3091673	3091749	77	3091712	93	48.05416	NCU02657	3091094	3092486	-
sample_1_wt_rep1_peak_556a	1	3091895	3092095	201	3091955	1367	1985.44971	NCU02657	3091094	3092486	-
sample_1_wt_rep1_peak_556b	1	3091895	3092095	201	3092064	50	9.71617	NCU02657	3091094	3092486	-
sample_1_wt_rep1_peak_557	1	3092208	3092370	163	3092244	62	15.75101	NCU02657	3091094	3092486	-
sample_1_wt_rep1_peak_560a	1	3102620	3103015	396	3102782	75	35.68919	NCU02661	3102202	3103046	+
sample_1_wt_rep1_peak_560b	1	3102620	3103015	396	3102966	76	36.51754	NCU02661	3102202	3103046	+
sample_1_wt_rep1_peak_565a	1	3135517	3135870	354	3135561	298	300.29303	NCU02668	3135445	3135871	+
sample_1_wt_rep1_peak_565b	1	3135517	3135870	354	3135663	330	346.36508	NCU02668	3135445	3135871	+
sample_1_wt_rep1_peak_565c	1	3135517	3135870	354	3135831	246	228.67561	NCU02668	3135445	3135871	+
sample_1_wt_rep1_peak_576a	1	3190150	3190376	227	3190213	346	315.00479	NCU02684	3189891	3190746	-
sample_1_wt_rep1_peak_576b	1	3190150	3190376	227	3190327	88	34.47032	NCU02684	3189891	3190746	-
sample_1_wt_rep1_peak_587a	1	3243051	3243389	339	3243101	84	41.00572	NCU02699	3242555	3243393	+
sample_1_wt_rep1_peak_587b	1	3243051	3243389	339	3243354	46	13.36434	NCU02699	3242555	3243393	+
sample_1_wt_rep1_peak_595	1	3268991	3269072	82	3269030	3774	4488.28223	NCU10498	3268861	3269533	+
sample_1_wt_rep1_peak_596	1	3269199	3269332	134	3269254	2482	2516.53442	NCU10498	3268861	3269533	+
sample_1_wt_rep1_peak_597a	1	3272674	3272836	163	3272712	217	64.38328	NCU10497	3272686	3272893	+
sample_1_wt_rep1_peak_597b	1	3272674	3272836	163	3272796	241	79.81508	NCU10497	3272686	3272893	+
sample_1_wt_rep1_peak_600a	1	3283800	3284094	295	3283837	61	7.2317	NCU02712	3283805	3284141	+
sample_1_wt_rep1_peak_600b	1	3283800	3284094	295	3283970	348	240.40086	NCU02712	3283805	3284141	+
sample_1_wt_rep1_peak_600c	1	3283800	3284094	295	3284053	160	64.25112	NCU02712	3283805	3284141	+
sample_1_wt_rep1_peak_603a	1	3298389	3298622	234	3298427	48	15.75144	NCU02716	3298324	3298782	-
sample_1_wt_rep1_peak_603b	1	3298389	3298622	234	3298582	36	8.77386	NCU02716	3298324	3298782	-
sample_1_wt_rep1_peak_610	1	3332931	3333011	81	3332971	158	105.59302	NCU02724	3332481	3333280	+
sample_1_wt_rep1_peak_611	1	3333105	3333211	107	3333161	1468	2331.92725	NCU02724	3332481	3333280	+
sample_1_wt_rep1_peak_613a	1	3340013	3340385	373	3340051	51	17.70375	NCU02726	3339899	3341886	+
sample_1_wt_rep1_peak_613b	1	3340013	3340385	373	3340205	99	56.98263	NCU02726	3339899	3341886	+
sample_1_wt_rep1_peak_620a	1	3360920	3361163	244	3360978	403	456.30734	NCU02733	3360914	3361210	-
sample_1_wt_rep1_peak_620b	1	3360920	3361163	244	3361124	90	48.67017	NCU02733	3360914	3361210	-
sample_1_wt_rep1_peak_623	1	3376713	3376787	75	3376753	263	66.9948	NCU02738	3376706	3377115	+
sample_1_wt_rep1_peak_624	1	3376906	3376988	83	3376949	305	92.52816	NCU02738	3376706	3377115	+
sample_1_wt_rep1_peak_625a	1	3384680	3385055	376	3384732	124	81.82041	NCU02739	3384224	3385064	+
sample_1_wt_rep1_peak_625b	1	3384680	3385055	376	3384898	401	453.21381	NCU02739	3384224	3385064	+
sample_1_wt_rep1_peak_625c	1	3384680	3385055	376	3384992	235	214.10333	NCU02739	3384224	3385064	+
sample_1_wt_rep1_peak_629a	1	3400656	3400925	270	3400706	5056	6804.72998	NCU02744	3400613	3401441	+
sample_1_wt_rep1_peak_629b	1	3400656	3400925	270	3400876	4112	5172.70166	NCU02744	3400613	3401441	+
sample_1_wt_rep1_peak_630	1	3401027	3401103	77	3401064	740	412.17416	NCU02744	3400613	3401441	+
sample_1_wt_rep1_peak_632a	1	3407495	3407743	249	3407562	1259	1512.91724	NCU02746	3407497	3407805	+
sample_1_wt_rep1_peak_632b	1	3407495	3407743	249	3407707	85	16.19226	NCU02746	3407497	3407805	+
sample_1_wt_rep1_peak_642a	1	3451574	3451819	246	3451616	243	224.6799	NCU02754	3451337	3452077	+
sample_1_wt_rep1_peak_642b	1	3451574	3451819	246	3451775	459	544.59674	NCU02754	3451337	3452077	+
sample_1_wt_rep1_peak_648a	1	3465995	3466284	290	3466060	226	180.70354	NCU02761	3465987	3466559	-
sample_1_wt_rep1_peak_648b	1	3465995	3466284	290	3466176	172	119.10048	NCU02761	3465987	3466559	-
sample_1_wt_rep1_peak_656a	1	3523004	3523235	232	3523054	185	150.8383	NCU09377	3522966	3523572	-
sample_1_wt_rep1_peak_656b	1	3523004	3523235	232	3523191	367	401.30246	NCU09377	3522966	3523572	-
sample_1_wt_rep1_peak_659a	1	3531329	3531875	547	3531365	47	15.11777	NCU09375	3531306	3531746	+
sample_1_wt_rep1_peak_659b	1	3531329	3531875	547	3531497	72	33.23836	NCU09375	3531306	3531746	+
sample_1_wt_rep1_peak_659c	1	3531329	3531875	547	3531662	56	21.11933	NCU09375	3531306	3531746	+
sample_1_wt_rep1_peak_669	1	3676480	3676556	77	3676515	274	54.20194	NCU09995	3676307	3676902	+
sample_1_wt_rep1_peak_670	1	3676687	3676856	170	3676770	10978	18161.39258	NCU09995	3676307	3676902	+
sample_1_wt_rep1_peak_676a	1	3992398	3992662	265	3992476	71	19.96049	NCU09895	3992420	3992764	+
sample_1_wt_rep1_peak_676b	1	3992398	3992662	265	3992626	145	75.85508	NCU09895	3992420	3992764	+
sample_1_wt_rep1_peak_678a	1	4000930	4001278	349	4000981	75	35.68919	NCU09898	4000853	4001318	+
sample_1_wt_rep1_peak_678b	1	4000930	4001278	349	4001131	93	51.40017	NCU09898	4000853	4001318	+
sample_1_wt_rep1_peak_678c	1	4000930	4001278	349	4001229	68	30.05327	NCU09898	4000853	4001318	+
sample_1_wt_rep1_peak_684a	1	4099964	4100187	224	4100014	359	386.02332	NCU09803	4099943	4100551	+
sample_1_wt_rep1_peak_684b	1	4099964	4100187	224	4100146	87	45.26682	NCU09803	4099943	4100551	+
sample_1_wt_rep1_peak_685	1	4100439	4100513	75	4100482	60	23.52317	NCU09803	4099943	4100551	+
sample_1_wt_rep1_peak_693	1	4135070	4135239	170	4135130	320	331.81708	NCU09813	4135019	4135561	-
sample_1_wt_rep1_peak_694	1	4135479	4135583	105	4135541	327	341.98672	NCU09813	4135019	4135561	-
sample_1_wt_rep1_peak_695a	1	4141759	4141970	212	4141787	34	4.14846	NCU09814	4141653	4142009	+
sample_1_wt_rep1_peak_695b	1	4141759	4141970	212	4141922	59	15.53352	NCU09814	4141653	4142009	+
sample_1_wt_rep1_peak_696	1	4145554	4145675	122	4145618	1811	2631.01782	NCU09816	4145268	4145879	-
sample_1_wt_rep1_peak_697	1	4145837	4145919	83	4145878	99	30.34791	NCU09816	4145268	4145879	-
sample_1_wt_rep1_peak_705a	1	4200879	4201084	206	4200927	784	988.49133	NCU09333	4200668	4201223	+
sample_1_wt_rep1_peak_705b	1	4200879	4201084	206	4201044	365	344.1756	NCU09333	4200668	4201223	+
sample_1_wt_rep1_peak_715	1	4251376	4251450	75	4251412	60	23.98739	NCU09322	4250624	4251744	+
sample_1_wt_rep1_peak_716	1	4251661	4251735	75	4251697	111	68.60456	NCU09322	4250624	4251744	+
sample_1_wt_rep1_peak_717	1	4251985	4252065	81	4252023	115	72.60491	NCU09321	4251989	4252459	-
sample_1_wt_rep1_peak_718	1	4252293	4252367	75	4252323	34	7.75748	NCU09321	4251989	4252459	-
sample_1_wt_rep1_peak_725	1	4289396	4289476	81	4289434	167	129.4171	NCU09312	4289315	4289737	+
sample_1_wt_rep1_peak_726	1	4289563	4289704	142	4289626	326	340.52994	NCU09312	4289315	4289737	+
sample_1_wt_rep1_peak_728	1	4303754	4303828	75	4303797	44	13.27048	NCU09310	4303304	4304419	+
sample_1_wt_rep1_peak_729a	1	4304058	4304362	305	4304151	80	39.88599	NCU09310	4303304	4304419	+
sample_1_wt_rep1_peak_729b	1	4304058	4304362	305	4304303	305	310.24966	NCU09310	4303304	4304419	+
sample_1_wt_rep1_peak_733	1	4360472	4360550	79	4360511	84	43.33937	NCU03055	4360081	4360841	+
sample_1_wt_rep1_peak_734	1	4360631	4360770	140	4360758	72	33.23836	NCU03055	4360081	4360841	+
sample_1_wt_rep1_peak_738	1	4377600	4377689	90	4377644	238	218.05598	NCU03060	4377599	4378266	-
sample_1_wt_rep1_peak_739	1	4377781	4377855	75	4377814	42	12.08561	NCU03060	4377599	4378266	-
sample_1_wt_rep1_peak_740	1	4378028	4378122	95	4378074	124	81.82041	NCU03060	4377599	4378266	-
sample_1_wt_rep1_peak_744a	1	4398457	4398960	504	4398586	79	39.03575	NCU03064	4398398	4399724	-
sample_1_wt_rep1_peak_744b	1	4398457	4398960	504	4398756	102	59.83264	NCU03064	4398398	4399724	-
sample_1_wt_rep1_peak_744c	1	4398457	4398960	504	4398915	814	1162.29065	NCU03064	4398398	4399724	-
sample_1_wt_rep1_peak_751a	1	4439144	4439408	265	4439201	172	126.20044	NCU03070	4438307	4439402	+
sample_1_wt_rep1_peak_751b	1	4439144	4439408	265	4439344	233	198.94534	NCU03070	4438307	4439402	+
sample_1_wt_rep1_peak_752a	1	4442177	4442416	240	4442230	974	1435.92505	NCU03071	4442191	4442954	-
sample_1_wt_rep1_peak_752b	1	4442177	4442416	240	4442368	131	85.54427	NCU03071	4442191	4442954	-
sample_1_wt_rep1_peak_754	1	4456086	4456180	95	4456130	110	67.61402	NCU03074	4456106	4456798	-
