wt_rep1	wt_rep2	mut_rep1	mut_rep2
NCU00091	210.047710632537	228.158911598517	186.743263056816	128.821725646662
NCU00092	32.5573951480433	41.571327113289	46.4388008659806	41.9419571872853
NCU00093	58.8133589771104	71.541353636823	38.534324122835	44.9378112720914
NCU00095	263.609876843834	310.334790775948	384.355181635457	283.60752002831
NCU00097	0	0	0	0
NCU00100	172.239122718681	150.816907666816	231.20594473701	145.79823212723
NCU00101	417.994944158749	281.331539301561	221.325348808078	179.751245088365
NCU00102	123.928149273197	121.813656192428	138.328343005049	144.799614098961
NCU00103	434.798761009352	383.809694511064	418.937267386719	510.293812445304
NCU00104	1543.85067314915	1659.95275938412	1477.14909137534	1719.6202446787
NCU00105	82.9688456998522	110.212355602673	79.0447674314564	79.8894422614958
NCU00106	248.906537099557	255.228612974612	277.644745602991	222.691820303919
NCU00107	258.358684078021	277.464439104976	202.552216543107	260.63930537813
NCU00108	428.497329690376	372.208393921309	381.391002856777	272.622721717354
NCU00109	87.169799912503	109.245580553527	105.722376439573	95.8673307137949
NCU00110	82.9688456998522	99.5778300620644	88.9253633603885	95.8673307137949
NCU00111	352.880153862663	377.04226916704	317.167129318719	280.611665943504
NCU00112	174.339599825006	211.72373576303	202.552216543107	213.704258049501
NCU00114	536.671900666133	587.799229880924	466.364127845593	553.234387660858
NCU00115	67.215267402412	145.983032421085	54.3432776091263	87.8783864876453
NCU00116	1332.75272396345	1419.2257721467	1369.45059574998	1372.10117084119
NCU00117	189.042939569284	183.687259337789	148.208938933981	151.789940296842
NCU00118	7.35166987213881	11.6013005897551	21.7373110436505	10.9847983109557
NCU00119	160.686498633891	159.517883109132	105.722376439573	160.77750255126
NCU00120	44.1100192328328	58.0065029487754	49.4029796446603	28.9599228197922
NCU00121	248.906537099557	283.265089399853	400.164135121748	339.530129611357
NCU00122	607.037883728033	567.496953848853	894.193931568351	688.047821477132
NCU00124	747.769849851833	756.018088432373	1128.36405508404	908.742405724514
NCU00125	80.8683685935269	75.408453833408	82.008946210136	90.8742405724514
NCU00126	128.129103485848	109.245580553527	102.758197660893	82.8852963463019
NCU00127	2304.22338563893	2329.92786844248	2385.1758572442	2595.40825547034
NCU00129	860.14537504024	594.566655224948	584.931278992777	594.177726819875
NCU00130	383.337071904381	522.058526538979	1415.88939661596	883.776955017797
NCU00132	620.690984919148	700.911910631036	660.023808052661	910.739641781052
NCU00133	520.918322368693	474.686549130812	431.782042094331	394.454121166135
NCU00134	127.078864932685	133.414956782183	137.340283412156	134.813433816274
NCU00135	269.91130816281	256.195388023758	243.062659851728	275.61857580216
NCU00136	563.978103048363	740.549687646033	324.083546468971	459.364293003601
NCU00137	924.209926783164	1024.78155209503	1055.24764520994	1130.43560800017
NCU00138	0	0	0	0
NCU00142	82.9688456998522	68.6410284893842	49.4029796446603	35.9502490176731
NCU00144	177.490315484494	133.414956782183	188.719382242602	121.831399448781
NCU00145	86.1195613593403	87.9765294723094	108.686555218253	83.8839143745706
NCU00146	239.454390121093	201.089210222421	233.182063922796	224.689056360457
NCU00147	269.91130816281	240.726987237418	264.799970895379	255.646215236786
NCU00148	124.97838782636	131.481406683891	207.492514507573	162.774738607798
NCU00149	1.05023855316269	3.86710019658503	6.91641715025244	0
NCU00150	352.880153862663	272.630563859244	273.692507231418	240.666944812756
NCU00151	48.3109734454836	38.6710019658503	29.6417877867962	46.9350473286288
NCU00152	717.312931810115	777.28713951359	669.904403981593	490.32145187993
NCU00153	49.3612119986463	84.1094292757243	32.6059665654758	72.8991160636149
NCU00154	115.526240847896	148.883357568524	150.185058119767	121.831399448781
NCU00155	134.430534804824	170.152408649741	140.304462190835	145.79823212723
NCU00157	112.375525188407	104.411705307796	111.650733996932	104.854892968213
NCU00158	75.6171758277134	81.2091041282856	65.2119331309516	73.8977340918836
NCU00159	35.7081108075313	54.1394027521904	64.2238735380583	59.9170816961218
NCU00160	715.21245470379	747.317112990057	1163.9342004282	788.908242332271
NCU00161	516.717368156042	467.919123786788	451.543233952195	597.173580904681
NCU00162	265.71035395016	302.600590382778	272.704447638525	243.662798897562
NCU00163	180.641031143982	141.149157175353	171.922369163418	146.796850155498
NCU00164	196.394609441422	243.627312384857	279.620864788777	175.756772975291
NCU00166	562.9278644952	487.254624769713	716.343204847574	568.213658084889
NCU00167	243.655344333743	244.594087434003	289.501460717709	292.595082282728
NCU00168	423.246136924563	312.268340874241	451.543233952195	487.325597795124
NCU00169	841.241081083312	770.519714169567	1235.07449111651	977.647049675054
NCU00170	353.930392415825	368.341293724724	301.358175832428	301.582644537147
NCU00171	215.298903398351	187.554359534374	288.513401124816	216.700112134307
NCU00172	85.0693228061776	132.448181733037	132.39998544769	102.857656911676
NCU00173	644.84647164189	791.788765250784	1014.73720190132	996.62079221216
NCU00175	341.327529777873	278.431214154122	449.567114766408	457.367056947063
NCU00177	1582.70949961617	1546.84007863401	1248.90732541701	1379.09149703907
NCU00178	105.023855316269	125.680756389013	103.746257253787	131.817579731468
NCU00180	91.3707541251537	55.1061778013366	44.4626816801942	56.9212276113157
NCU00181	149.133874549102	162.418208256571	131.411925854796	126.824489590125
NCU00182	249.956775652719	252.328287827173	262.823851709593	226.686292416994
NCU00183	155.435305868078	148.883357568524	174.886547942097	148.794086212036
NCU00184	222.65057327049	196.25533497669	192.671620614175	187.740189314515
NCU00186	74.5669372745508	58.9732779979217	85.9611845817089	68.9046439505401
NCU00187	408.542797180285	382.842919461918	359.653691813127	615.148705413517
NCU00188	1008.22901103618	1152.39585858234	1069.08047951045	1139.42317025458
NCU00193	256.258206971696	205.923085468153	392.259658378602	328.545331300401
NCU00194	169.088407059193	157.58433301084	469.328306624272	374.481760600761
NCU00195	255.207968418533	321.936091365703	431.782042094331	404.440301448822
NCU00196	191.143416675609	178.853384092057	185.755203463923	240.666944812756
NCU00198	722.564124575928	640.005082534822	621.489483929826	526.271700897603
NCU00199	732.016271554393	687.377059942989	819.101402508467	681.057495279251
NCU00200	592.334543983755	598.433755421533	623.465603115613	624.136267667936
NCU00202	268.861069609648	288.098964645585	497.982034818175	387.463794968254
NCU00203	1001.9275797172	985.143775080036	660.023808052661	1021.58624291888
NCU00204	52.5119276581343	55.1061778013366	66.1999927238448	53.9253735265096
NCU00205	0	0.966775049146257	0	0
NCU00206	495.712597092788	525.925626735564	4344.49802995142	1861.42400469285
NCU00207	4.20095421265075	6.7674253440238	4.94029796446603	5.99170816961218
NCU00209	404.341842967634	349.005792741799	423.877565351185	333.538421441745
NCU00210	239.454390121093	198.188885074983	205.516395321787	199.723605653739
NCU00211	344.478245437361	304.534140481071	311.23877176136	295.590936367534
NCU00212	3242.08641361321	3200.99218772326	3417.6981318176	2805.11804140677
NCU00213	176.440076931331	158.551108059986	130.423866261903	127.823107618393
NCU00214	7.35166987213881	5.80065029487754	5.92835755735923	8.98756225441828
NCU00215	225.801288929978	169.185633600595	117.579091554291	110.846601137825
NCU00216	469.456633263721	529.792726932149	558.253669984661	485.328361738587
NCU00218	68.2655059555746	43.5048772115816	69.1641715025244	63.9115538091966
NCU00219	776.126290787225	797.589415545662	744.008873448584	673.068551053102
NCU00220	205.846756419887	213.657285861323	180.814905499457	217.698730162576
NCU00222	221.600334717327	269.730238711806	234.17012351569	168.76644677741
NCU00223	106.074093869431	108.278805504381	154.13729649134	174.758154947022
NCU00225	5911.79281575276	7145.43438823998	7021.15146709912	7821.17639740044
NCU00226	654.298618620354	592.633105126655	508.850690340001	524.274464841066
NCU00227	174.339599825006	139.215607077061	166.982071198952	190.736043399321
NCU00229	0	0	0	1.99723605653739
NCU00230	482.059495901673	481.453974474836	379.414883670991	321.55500510252
NCU00232	199.54532510091	253.295062876319	231.20594473701	206.71393185162
NCU00234	385.437549010706	454.384273098741	384.355181635457	384.467940883448
NCU00236	659.549811386167	641.938632633114	552.325312427302	600.169434989487
NCU00237	248.906537099557	229.125686647663	170.934309570525	148.794086212036
NCU00239	508.31545973074	523.992076637271	589.871576957244	682.05611330752
NCU00240	78.7678914872015	74.4416787842618	99.7940188822137	70.9018800070775
NCU00241	109.224809528919	147.916582519377	123.507449111651	95.8673307137949
NCU00242	353.930392415825	433.115222017523	346.808917105515	330.542567356939
NCU00243	735.166987213881	721.214186663108	788.471555128778	724.996688523074
NCU00244	219.499857611002	238.793437139125	175.874607534991	206.71393185162
NCU00246	122.877910720034	107.312030455235	188.719382242602	136.810669872812
NCU00247	1129.00644464989	1404.72414640951	815.149164136894	1660.70178101084
NCU00248	70.3659830619	80.2423290791393	88.9253633603885	88.8770045159141
NCU00249	52.5119276581343	57.0397278996291	328.035784840544	251.651743123712
NCU00250	813.934878701082	902.001120853457	664.964106017127	1021.58624291888
NCU00251	1270.78864932685	1234.57173775977	718.31932403336	1063.52820010616
NCU00252	14.7033397442776	10.6345255406088	12.8447747076117	15.9778884522992
NCU00253	101.873139656781	115.046230848405	150.185058119767	123.828635505318
NCU00257	214.248664845188	178.853384092057	312.226831354253	194.730515512396
NCU00258	5690.19248103544	7424.83237744325	6123.00529715919	6877.48236068652
NCU00260	236.303674461604	213.657285861323	313.214890947146	216.700112134307
NCU00261	670.052196917794	633.237657190798	661.999927238448	610.155615272174
NCU00262	67.215267402412	68.6410284893842	117.579091554291	110.846601137825
NCU00263	117.626717954221	129.547856585598	94.8537209177477	101.859038883407
NCU00264	26.2559638290672	20.3022760320714	30.6298473796894	37.9474850742105
NCU00265	116.576479401058	321.936091365703	99.7940188822137	29.9585408480609
NCU00267	7.35166987213881	8.70097544231631	6.91641715025244	4.99309014134349
NCU00268	339.227052671548	300.667040284486	331.988023212117	244.661416925831
NCU00269	19.954532510091	46.4052023590203	86.9492441746021	85.881150431108
NCU00270	99.7726625504552	104.411705307796	109.674614811146	84.8825324028393
NCU00272	236.303674461604	154.684007863401	190.695501428389	181.748481144903
NCU00273	335.026098458897	350.939342840091	346.808917105515	256.644833265055
NCU00274	222.65057327049	262.962813367782	376.450704892311	369.488670459418
NCU00275	278.313216588112	311.301565825095	207.492514507573	324.550859187327
NCU00276	1175.21694098905	1131.12680750112	981.143175742953	1815.48757539249
NCU00277	238.40415156793	312.268340874241	221.325348808078	246.658652982368
NCU00278	74.5669372745508	79.2755540299931	79.0447674314564	110.846601137825
NCU00279	64.0645517429239	58.0065029487754	86.9492441746021	109.847983109557
NCU00280	178.540554037657	174.986283895472	157.10147527002	151.789940296842
NCU00281	290.916079226064	267.796688613513	191.683561021282	258.642069321593
NCU00282	47.2607348923209	50.2723025556053	40.5104433086214	39.9447211307479
NCU00283	437.94947666884	413.779721034598	174.886547942097	205.715313823352
NCU00285	419.045182711912	471.786223983373	556.277550798875	377.477614685568
NCU00287	89.2702770188284	132.448181733037	128.447747076117	89.8756225441827
NCU00288	0	0	0	0
NCU00289	159.636260080728	167.252083502302	232.194004329903	191.73466142759
NCU00290	1.05023855316269	4.83387524573128	4.94029796446603	6.99032619788088
NCU00291	94.5214697846418	83.1426542265781	68.1761119096312	61.9143177526592
NCU00292	916.858256911025	908.768546197481	1009.79690393686	1133.43146208497
NCU00293	706.810546278488	581.998579586047	562.205908356234	660.086516685609
NCU00294	18322.4617984762	17344.911156733	15577.7475415543	15251.8931457478
NCU00295	666.901481258306	703.812235778475	903.08646790439	782.916534162659
NCU00299	230.002243142628	207.856635566445	162.041773234486	169.765064805679
NCU00300	411.693512839773	355.773218085822	272.704447638525	393.455503137867
NCU00301	406.44232007396	433.115222017523	393.247717971496	450.376730749182
NCU00302	300.368226204528	331.603841857166	296.417877867962	263.635159462936
NCU00303	95.5717083378045	94.7439548163332	152.161177305554	100.860420855138
NCU00304	155.435305868078	129.547856585598	167.970130791845	162.774738607798
NCU00305	392.789218882845	396.377770149965	219.349229622292	334.537039470014
NCU00306	206.896994973049	197.222110025836	193.659680207068	136.810669872812
NCU00308	47.2607348923209	47.3719774081666	57.3074563878059	61.9143177526592
NCU00309	71.4162216150627	76.3752288825543	60.2716351664855	104.854892968213
NCU00310	170.138645612355	165.31853340401	115.602972368505	131.817579731468
NCU00311	423.246136924563	432.148446968377	913.955123426215	971.655341505442
NCU00312	44.1100192328328	37.704226916704	109.674614811146	67.9060259222714
NCU00315	4560.13579783238	4538.04208069253	3969.03538465201	3977.49560659422
NCU00316	243.655344333743	244.594087434003	133.388045040583	148.794086212036
NCU00317	335.026098458897	306.467690579363	280.60892438167	264.633777491205
NCU00318	8.40190842530149	7.73420039317005	1.97611918578641	0.998618028268697
NCU00319	15.7535782974403	27.0697013760952	16.7970130791845	25.9640687349861
NCU00320	207.947233526212	279.397989203268	194.647739799961	189.737425371052
NCU00321	168.03816850603	142.1159322245	183.779084278136	102.857656911676
NCU00322	2204.45072308848	2518.449003026	1418.85357539464	2077.12549879889
NCU00324	156.48554442124	208.823410615591	143.268640969515	126.824489590125
NCU00325	78.7678914872015	105.378480356942	67.188052316738	65.908789865734
NCU00326	532.470946453482	630.337332043359	568.134265913593	707.021564014238
NCU00329	0	0	0.988059592893205	0
NCU00330	55.6626433176224	67.674253440238	57.3074563878059	60.9156997243905
NCU00331	4.20095421265075	4.83387524573128	9.88059592893205	13.9806523957618
NCU00332	611.238837940684	565.56340375056	599.752172886176	692.042293590207
NCU00333	39.9090650201821	41.571327113289	52.3671584233399	36.9488670459418
NCU00334	140.7319661238	130.514631634745	98.8059592893205	114.8410732509
NCU00335	206.896994973049	187.554359534374	278.632805195884	245.6600349541
NCU00336	6.30143131897612	0.966775049146257	3.95223837157282	3.99447211307479
NCU00337	214.248664845188	241.693762286564	202.552216543107	175.756772975291
NCU00338	32.5573951480433	29.970026523534	15.8089534862913	12.9820343674931
NCU00340	695.257922193699	687.377059942989	860.599905409982	634.122447950623
NCU00344	244.705582886906	224.291811401932	203.540276136	254.647597208518
NCU00345	275.162500928624	285.198639498146	276.656686010097	269.626867632548
NCU00346	43.0597806796702	49.3055275064591	49.4029796446603	36.9488670459418
NCU00347	276.212739481787	264.896363466074	273.692507231418	223.690438332188
NCU00348	385.437549010706	347.072242643506	438.698459244583	467.35323722975
NCU00349	57.7631204239478	53.1726277030441	27.6656686010097	32.954394932867
NCU00350	663.750765598818	700.911910631036	1026.59391701604	768.935881766897
NCU00351	291.966317779227	338.37126720119	271.716388045631	282.608902000041
NCU00352	339.227052671548	299.70026523534	438.698459244583	293.593700310997
NCU00355	127.078864932685	142.1159322245	97.8178996964273	69.9032619788088
NCU00356	288.815602119739	270.697013760952	303.334295018214	323.552241159058
NCU00357	242.605105780581	262.962813367782	347.796976698408	253.648979180249
NCU00358	195.34437088826	232.992786844248	184.767143871029	135.812051844543
NCU00359	253.107491312207	246.527637532295	150.185058119767	212.705640021232
NCU00360	1771.75243918545	1636.75015820461	1243.96702745255	1820.48066553384
NCU00361	187.992701016121	185.620809436081	171.922369163418	137.80928790108
NCU00362	47.2607348923209	58.9732779979217	54.3432776091263	46.9350473286288
NCU00364	42.0095421265075	52.2058526538979	47.4268604588738	44.9378112720914
NCU00365	442.150430881491	537.526927325319	532.564120569438	270.625485660817
NCU00366	1926.13750650037	2095.00153149994	1999.83261601585	1939.31621089781
NCU00368	185.892223909796	174.986283895472	232.194004329903	247.657271010637
NCU00369	95.5717083378045	94.7439548163332	91.8895421390681	67.9060259222714
NCU00370	4.20095421265075	2.90032514743877	13.8328343005049	0
NCU00371	690.006729427885	723.1477367614	628.405901080079	727.99254260788
NCU00372	482.059495901673	412.812945985452	396.211896750175	410.432009618435
NCU00373	2196.04881466318	2529.08352856661	1747.87741982808	1891.38254554091
NCU00375	0	0.966775049146257	1.97611918578641	4.99309014134349
NCU00376	595.485259643243	552.995328111659	690.653655432351	709.018800070775
NCU00377	301.418464757691	293.899614940462	275.668626417204	246.658652982368
NCU00378	651.147902960866	696.078035385305	989.047652486099	786.911006275733
NCU00379	368.633732160103	283.265089399853	206.50445491468	251.651743123712
NCU00380	12.6028626379522	12.5680756389013	35.5701453441554	55.922609583047
NCU00382	442.150430881491	494.988825162883	413.996969422253	418.420953844584
NCU00385	792.930107637828	833.360092364073	862.576024595768	982.640139816398
NCU00386	74.5669372745508	54.1394027521904	103.746257253787	74.8963521201523
NCU00387	8.40190842530149	7.73420039317005	7.90447674314564	5.99170816961218
NCU00388	1362.159403452	1218.13656192428	1103.66256526171	1033.5696592581
NCU00389	393.839457436008	329.670291758874	389.295479599923	370.487288487687
NCU00392	1.05023855316269	0.966775049146257	1.97611918578641	1.99723605653739
NCU00395	518.817845262367	525.925626735564	459.44771069534	613.15146935698
NCU00396	526.169515134506	479.520424376543	449.567114766408	487.325597795124
NCU00397	877.999430444006	589.732779979217	1511.7311771266	1087.49503278461
NCU00398	95.5717083378045	89.9100795706019	113.626853182719	79.8894422614958
NCU00399	186.942462462958	204.956310419006	189.707441835495	193.731897484127
NCU00400	23.1052481695791	23.2026011795102	23.7134302294369	17.9751245088366
NCU00401	129.17934203901	110.212355602673	119.555210740078	95.8673307137949
NCU00403	289.865840672902	285.198639498146	245.038779037515	312.567442848102
NCU00404	147.033397442776	179.820159141204	179.826845906563	152.788558325111
NCU00405	342.377768331036	423.44747152606	414.985029015146	342.525983696163
NCU00406	822.336787126384	705.745785876767	672.868582760273	561.223331887008
NCU00407	28.3564409353925	31.9035766218265	29.6417877867962	22.96821465018
NCU00409	21.0047710632537	31.9035766218265	19.7611918578641	21.9695966219113
NCU00410	951.516129165394	1025.74832714418	794.399912686137	823.859873321675
NCU00411	532.470946453482	625.503456797628	422.889505758292	366.492816374612
NCU00412	228.952004589466	290.999289793023	193.659680207068	189.737425371052
NCU00413	12211.1236576226	12803.0019758439	11564.2494752221	13189.746917373
NCU00414	1503.94160812897	1694.75666115339	2273.52512324727	2199.95551627594
NCU00415	202.696040760399	159.517883109132	175.874607534991	203.718077766814
NCU00416	22.0550096164164	25.1361512778027	11.8567151147185	17.9751245088366
NCU00417	197.444847994585	213.657285861323	177.850726720777	141.803760014155
NCU00418	508.31545973074	419.580371329475	368.546228149166	337.53289355482
NCU00419	3.15071565948806	4.83387524573128	2.96417877867962	1.99723605653739
NCU00420	1204.6236204776	1068.28642930661	1300.28642424746	1146.41349645246
NCU00421	0	0	0	0
NCU00422	1076.49451699175	1046.05060317625	1156.02972368505	1038.56274939945
NCU00423	656.399095726679	567.496953848853	581.967100214098	565.217804000083
NCU00424	291.966317779227	311.301565825095	410.04473105068	365.494198346343
NCU00426	221.600334717327	176.919833993765	121.531329925864	102.857656911676
NCU00427	72.4664601682254	81.2091041282856	64.2238735380583	50.9295194417036
NCU00428	56.7128818707851	86.0429793740168	78.0567078385632	65.908789865734
NCU00430	535.62166211297	468.885898835935	490.07755807503	548.241297519515
NCU00431	520.918322368693	544.294352669343	424.865624944078	460.362911031869
NCU00432	82.9688456998522	73.4749037351155	83.9850653959224	94.8687126855262
NCU00434	406.44232007396	396.377770149965	398.188015935962	409.433391590166
NCU00435	471.557110370046	407.012295690574	493.041736853709	506.299340332229
NCU00436	156.48554442124	176.919833993765	210.456693286253	200.722223682008
NCU00437	11.5526240847896	5.80065029487754	5.92835755735923	6.99032619788088
NCU00438	68.2655059555746	73.4749037351155	68.1761119096312	59.9170816961218
NCU00440	526.169515134506	616.802481355312	585.919338585671	480.335271597243
NCU00441	98.7224239972926	142.1159322245	112.638793589825	105.853510996482
NCU00442	1005.07829537669	917.469521639798	1104.6506248546	926.717530233351
NCU00443	1997.55372811543	1779.83286547826	2242.89527586758	1855.43229652324
NCU00444	535.62166211297	530.759501981295	329.023844433437	331.541185385207
NCU00445	486.260450114324	369.30806877387	435.734280465904	442.387786523033
NCU00446	212.148187738863	182.720484288643	155.125356084233	189.737425371052
NCU00447	607.037883728033	674.808984304087	553.313372020195	544.24682540644
NCU00448	37.8085879138567	45.4384273098741	53.3552180162331	41.9419571872853
NCU00449	151.234351655427	137.282056978768	320.131308097399	228.683528473532
NCU00450	936.812789421117	929.070822229553	927.78795772672	976.648431646786
NCU00451	47.2607348923209	33.837126720119	46.4388008659806	22.96821465018
NCU00453	240.504628674255	223.325036352785	211.444752879146	184.744335229709
NCU00454	154.385067314915	164.351758354864	228.24176595833	216.700112134307
NCU00455	398.040411648658	316.135441070826	306.298473796894	228.683528473532
NCU00456	1161.56383979793	1123.39260710795	1389.21178760785	1743.58707735715
NCU00457	2916.51246213278	3996.64805317063	3485.87424372723	3447.22943358354
NCU00458	117.626717954221	86.0429793740168	111.650733996932	86.8797684593766
NCU00459	103.973616763106	129.547856585598	151.17311771266	109.847983109557
NCU00461	697.358399300024	667.074783910917	1006.83272515818	602.166671046024
NCU00463	60.9138360834358	67.674253440238	78.0567078385632	71.9004980353462
NCU00464	14230.7323953544	14323.7391281509	11849.7986975682	12337.9257392598
NCU00465	605.98764517487	720.247411613961	861.587965002875	803.887512756301
NCU00466	199.54532510091	208.823410615591	200.576097357321	184.744335229709
NCU00467	91.3707541251537	101.511380160357	149.196998526874	106.852129024751
NCU00468	183.79174680347	199.155660124129	232.194004329903	205.715313823352
NCU00469	72.4664601682254	55.1061778013366	34.5820857512622	42.940575215554
NCU00470	74.5669372745508	55.1061778013366	60.2716351664855	36.9488670459418
NCU00471	69.3157445087373	58.0065029487754	122.519389518757	49.9309014134349
NCU00472	317.172043055131	315.16866602168	441.662638023263	414.426481731509
NCU00473	382.286833351218	314.201890972533	231.20594473701	213.704258049501
NCU00475	11558.9255161085	12708.2580210275	11670.9599112545	14209.3359242353
NCU00476	892.702770188284	776.320364464444	693.61783421103	699.032619788088
NCU00477	3854.37549010706	4183.23563765585	5286.11882197865	5106.93259656612
NCU00478	35.7081108075313	61.8736031453604	45.4507412730874	58.9184636678531
NCU00480	401.191127308146	422.480696476914	332.97608280501	282.608902000041
NCU00481	845.442035295963	996.745075669791	772.662601642486	834.844671632631
NCU00483	86.1195613593403	88.9433045214556	85.9611845817089	81.8866783180332
NCU00484	419.045182711912	407.97907073972	568.134265913593	447.380876664376
NCU00486	298.267749098203	301.633815333632	360.64175140602	277.615811858698
NCU00487	179.590792590819	154.684007863401	203.540276136	167.767828749141
NCU00488	327.674428586758	280.364764252414	274.680566824311	267.629631576011
NCU00489	13378.9889287395	14797.4589022326	13233.0821276187	15154.0285789775
NCU00490	183.79174680347	202.055985271568	172.910428756311	154.785794381648
NCU00492	507.265221177578	441.816197459839	198.599978171534	229.6821465018
NCU00493	413.793989946099	453.417498049594	465.3760682527	512.291048501842
NCU00494	145.983158889613	128.581081536452	181.80296509235	122.83001747705
NCU00495	294.066794885552	419.580371329475	336.928321176583	286.603374113116
NCU00496	57.7631204239478	70.5745785876767	116.591031961398	44.9378112720914
NCU00497	5.25119276581343	3.86710019658503	10.8686555218253	7.98894422614958
NCU00498	80.8683685935269	99.5778300620644	77.06864824567	127.823107618393
NCU00499	735.166987213881	542.36080257105	530.588001383651	402.443065392285
NCU00501	101.873139656781	132.448181733037	65.2119331309516	87.8783864876453
NCU00502	1705.5874103362	1752.76316410216	1251.87150419569	1262.25318773163
NCU00503	579.731681345803	486.287849720567	418.937267386719	447.380876664376
NCU00504	29.4066794885552	33.837126720119	23.7134302294369	21.9695966219113
NCU00505	403.291604414472	414.746496083744	450.555174359302	363.496962289806
NCU00506	419.045182711912	561.696303553975	407.080552272001	503.303486247423
