peak_label	chr	start_coord	end_coord	length_peak	abs_summit_coord	pileup_height	neg_log10_pvalue	gene_3UTR	UTR_start	UTR_end	UTR_strand
Nuc_2_SRR6315593_peak_172	1	928616	928750	135	928672	9243	14774.55957	NCU02187	928570	929260	-
Nuc_2_SRR6315593_peak_173	1	928790	928892	103	928842	435	155.8819	NCU02187	928570	929260	-
Nuc_2_SRR6315593_peak_174	1	929155	929295	141	929207	1088	763.78558	NCU02187	928570	929260	-
Nuc_2_SRR6315593_peak_175	1	943175	943356	182	943278	9026	13599.26562	NCU02184	943070	943577	+
Nuc_2_SRR6315593_peak_176	1	943393	943627	235	943489	1770	1453.23865	NCU02184	943070	943577	+
Nuc_2_SRR6315593_peak_224a	1	1127080	1127465	386	1127227	2055	1354.85205	NCU02136	1126296	1127421	-
Nuc_2_SRR6315593_peak_224b	1	1127080	1127465	386	1127356	15417	23127.37695	NCU02136	1126296	1127421	-
Nuc_2_SRR6315593_peak_246	1	1236648	1236790	143	1236729	2736	2540.8457	NCU02114	1235389	1237074	+
Nuc_2_SRR6315593_peak_247	1	1236969	1237103	135	1237049	1577	1111.15112	NCU02114	1235389	1237074	+
Nuc_2_SRR6315593_peak_250a	1	1246719	1247003	285	1246776	899	852.84088	NCU02111	1246770	1247097	-
Nuc_2_SRR6315593_peak_250b	1	1246719	1247003	285	1246916	927	891.14093	NCU02111	1246770	1247097	-
Nuc_2_SRR6315593_peak_256a	1	1277042	1277341	300	1277117	470	200.74661	NCU02103	1276891	1277586	+
Nuc_2_SRR6315593_peak_256b	1	1277042	1277341	300	1277285	7046	10766.88281	NCU02103	1276891	1277586	+
Nuc_2_SRR6315593_peak_257	1	1277478	1277645	168	1277556	1181	918.19177	NCU02103	1276891	1277586	+
Nuc_2_SRR6315593_peak_262a	1	1296169	1296574	406	1296257	225	89.88253	NCU02099	1296167	1296535	+
Nuc_2_SRR6315593_peak_262b	1	1296169	1296574	406	1296358	458	304.32623	NCU02099	1296167	1296535	+
Nuc_2_SRR6315593_peak_262c	1	1296169	1296574	406	1296505	2534	3475.34229	NCU02099	1296167	1296535	+
Nuc_2_SRR6315593_peak_279	1	1437775	1437894	120	1437832	810	733.67218	NCU02079	1437773	1438493	-
Nuc_2_SRR6315593_peak_280	1	1438239	1438349	111	1438288	229	95.36962	NCU02079	1437773	1438493	-
Nuc_2_SRR6315593_peak_281	1	1443545	1443623	79	1443581	158	46.03438	NCU02078	1443320	1443859	+
Nuc_2_SRR6315593_peak_282	1	1443668	1443862	195	1443766	724	622.54987	NCU02078	1443320	1443859	+
Nuc_2_SRR6315593_peak_284a	1	1447847	1448256	410	1447901	1878	2360.85864	NCU02076	1447740	1448502	-
Nuc_2_SRR6315593_peak_284b	1	1447847	1448256	410	1448066	151	41.8296	NCU02076	1447740	1448502	-
Nuc_2_SRR6315593_peak_284c	1	1447847	1448256	410	1448210	141	36.06529	NCU02076	1447740	1448502	-
Nuc_2_SRR6315593_peak_295a	1	1491836	1492140	305	1491948	1810	2247.11035	NCU02064	1491850	1492150	-
Nuc_2_SRR6315593_peak_295b	1	1491836	1492140	305	1492083	487	341.20215	NCU02064	1491850	1492150	-
Nuc_2_SRR6315593_peak_303a	1	1539572	1539926	355	1539624	318	170.51799	NCU10806	1539599	1539993	-
Nuc_2_SRR6315593_peak_303b	1	1539572	1539926	355	1539768	501	356.62701	NCU10806	1539599	1539993	-
Nuc_2_SRR6315593_peak_321	1	1625921	1626124	204	1625991	532	391.37817	NCU02031	1625847	1626629	+
Nuc_2_SRR6315593_peak_322	1	1626174	1626324	151	1626272	352	202.26183	NCU02031	1625847	1626629	+
Nuc_2_SRR6315593_peak_323	1	1626586	1626671	86	1626626	130	30.07551	NCU02031	1625847	1626629	+
Nuc_2_SRR6315593_peak_338	1	1675318	1675440	123	1675365	405	171.06203	NCU02012	1675354	1675804	-
Nuc_2_SRR6315593_peak_339	1	1675599	1675683	85	1675643	229	52.90789	NCU02012	1675354	1675804	-
Nuc_2_SRR6315593_peak_340	1	1679810	1680017	208	1679922	647	526.80505	NCU02011	1679855	1680783	-
Nuc_2_SRR6315593_peak_341	1	1680145	1680327	183	1680212	1576	1864.43286	NCU02011	1679855	1680783	-
Nuc_2_SRR6315593_peak_342a	1	1685826	1686257	432	1685891	290	98.14228	NCU02010	1685685	1686358	-
Nuc_2_SRR6315593_peak_342b	1	1685826	1686257	432	1686045	748	515.86816	NCU02010	1685685	1686358	-
Nuc_2_SRR6315593_peak_343a	1	1690477	1690804	328	1690545	3651	4865.68359	NCU02009	1690523	1690864	-
Nuc_2_SRR6315593_peak_343b	1	1690477	1690804	328	1690759	307	106.72458	NCU02009	1690523	1690864	-
Nuc_2_SRR6315593_peak_359a	1	1751776	1752230	455	1751831	700	365.75412	NCU01992	1751806	1752239	-
Nuc_2_SRR6315593_peak_359b	1	1751776	1752230	455	1752072	3894	4750.44482	NCU01992	1751806	1752239	-
Nuc_2_SRR6315593_peak_361	1	1755870	1755975	106	1755923	277	92.14824	NCU01991	1755857	1756242	-
Nuc_2_SRR6315593_peak_362	1	1756065	1756170	106	1756114	303	110.03904	NCU01991	1755857	1756242	-
Nuc_2_SRR6315593_peak_373b	1	1818830	1819179	350	1819013	203	76.01756	NCU01972	1818997	1819379	-
Nuc_2_SRR6315593_peak_373c	1	1818830	1819179	350	1819109	430	280.25549	NCU01972	1818997	1819379	-
Nuc_2_SRR6315593_peak_378	1	1837013	1837279	267	1837145	28700	43251.14844	NCU01966	1836873	1837557	-
Nuc_2_SRR6315593_peak_379	1	1837323	1837442	120	1837392	3271	1975.2251	NCU01966	1836873	1837557	-
Nuc_2_SRR6315593_peak_381a	1	1847321	1847716	396	1847390	1726	1454.47192	NCU01964	1847284	1847697	+
Nuc_2_SRR6315593_peak_381b	1	1847321	1847716	396	1847542	843	470.77402	NCU01964	1847284	1847697	+
Nuc_2_SRR6315593_peak_381c	1	1847321	1847716	396	1847662	578	241.88583	NCU01964	1847284	1847697	+
Nuc_2_SRR6315593_peak_395	1	1899326	1899486	161	1899425	14624	16000.06055	NCU01948	1899267	1900281	+
Nuc_2_SRR6315593_peak_396	1	1899573	1899712	140	1899662	6896	5397.34668	NCU01948	1899267	1900281	+
Nuc_2_SRR6315593_peak_397	1	1904241	1904416	176	1904346	969	331.67429	NCU01947	1904145	1905242	+
Nuc_2_SRR6315593_peak_398	1	1905006	1905120	115	1905067	190	66.86821	NCU01947	1904145	1905242	+
Nuc_2_SRR6315593_peak_404	1	1939271	1939434	164	1939344	3592	4679.44043	NCU01939	1939316	1940023	-
Nuc_2_SRR6315593_peak_405	1	1939617	1939816	200	1939720	1021	793.68085	NCU01939	1939316	1940023	-
Nuc_2_SRR6315593_peak_406	1	1939928	1940017	90	1939973	213	44.92255	NCU01939	1939316	1940023	-
Nuc_2_SRR6315593_peak_407	1	1948143	1948309	167	1948245	350	200.35385	NCU01938	1948134	1950530	-
Nuc_2_SRR6315593_peak_408	1	1949513	1949719	207	1949619	1920	2431.65112	NCU01938	1948134	1950530	-
Nuc_2_SRR6315593_peak_413a	1	1970675	1971069	395	1970736	315	167.79012	NCU01932	1970618	1971203	-
Nuc_2_SRR6315593_peak_413b	1	1970675	1971069	395	1970952	825	753.4718	NCU01932	1970618	1971203	-
Nuc_2_SRR6315593_peak_416	1	1993778	1993919	142	1993858	719	616.22064	NCU01927	1993661	1994771	+
Nuc_2_SRR6315593_peak_417	1	1994513	1994609	97	1994559	133	31.67107	NCU01927	1993661	1994771	+
Nuc_2_SRR6315593_peak_418	1	1994649	1994803	155	1994732	487	341.20215	NCU01927	1993661	1994771	+
Nuc_2_SRR6315593_peak_431a	1	2054821	2055238	418	2054924	4393	6069.59375	NCU01912	2054865	2055370	+
Nuc_2_SRR6315593_peak_431b	1	2054821	2055238	418	2055162	2037	2152.18652	NCU01912	2054865	2055370	+
Nuc_2_SRR6315593_peak_435a	1	2069601	2069966	366	2069665	612	484.57086	NCU01908	2069608	2070019	-
Nuc_2_SRR6315593_peak_435b	1	2069601	2069966	366	2069802	204	76.73648	NCU01908	2069608	2070019	-
Nuc_2_SRR6315593_peak_454	1	2121877	2121984	108	2121925	254	102.47623	NCU01893	2121862	2122415	-
Nuc_2_SRR6315593_peak_455	1	2122103	2122209	107	2122156	507	334.04446	NCU01893	2121862	2122415	-
Nuc_2_SRR6315593_peak_457a	1	2128904	2129198	295	2128967	329	180.62389	NCU01891	2128881	2129251	-
Nuc_2_SRR6315593_peak_457b	1	2128904	2129198	295	2129144	290	145.54927	NCU01891	2128881	2129251	-
Nuc_2_SRR6315593_peak_467a	1	2167474	2167840	367	2167528	948	920.1073	NCU01881	2167484	2167840	-
Nuc_2_SRR6315593_peak_467b	1	2167474	2167840	367	2167706	443	293.88242	NCU01881	2167484	2167840	-
Nuc_2_SRR6315593_peak_480	1	2233465	2233605	141	2233530	645	503.68927	NCU01859	2233083	2233970	-
Nuc_2_SRR6315593_peak_481a	1	2233646	2233909	264	2233719	1294	1380.73376	NCU01859	2233083	2233970	-
Nuc_2_SRR6315593_peak_481b	1	2233646	2233909	264	2233811	2884	4055.45874	NCU01859	2233083	2233970	-
Nuc_2_SRR6315593_peak_499a	1	2419123	2419632	510	2419215	1566	1811.53918	NCU02468	2418977	2419501	+
Nuc_2_SRR6315593_peak_499b	1	2419123	2419632	510	2419351	692	566.49475	NCU02468	2418977	2419501	+
Nuc_2_SRR6315593_peak_501a	1	2428828	2429187	360	2428930	1128	1113.90186	NCU02472	2428436	2429264	-
Nuc_2_SRR6315593_peak_501b	1	2428828	2429187	360	2429073	1473	1618.52441	NCU02472	2428436	2429264	-
Nuc_2_SRR6315593_peak_502c	1	2432408	2432906	499	2432813	657	504.67624	NCU02474	2432597	2433043	-
Nuc_2_SRR6315593_peak_503	1	2432952	2433060	109	2433007	345	178.73209	NCU02474	2432597	2433043	-
Nuc_2_SRR6315593_peak_516a	1	2503224	2503523	300	2503269	307	97.40624	NCU02492	2503157	2503493	+
Nuc_2_SRR6315593_peak_516b	1	2503224	2503523	300	2503381	1092	893.06189	NCU02492	2503157	2503493	+
Nuc_2_SRR6315593_peak_535a	1	2579627	2580052	426	2579824	17877	27435.39062	NCU02514	2579582	2580025	-
Nuc_2_SRR6315593_peak_535b	1	2579627	2580052	426	2579996	592	115.89576	NCU02514	2579582	2580025	-
Nuc_2_SRR6315593_peak_538a	1	2599417	2599746	330	2599492	652	324.15979	NCU02520	2599397	2599740	+
Nuc_2_SRR6315593_peak_538b	1	2599417	2599746	330	2599644	363	117.9884	NCU02520	2599397	2599740	+
Nuc_2_SRR6315593_peak_540a	1	2608439	2608659	221	2608485	187	64.81018	NCU02522	2608465	2608686	+
Nuc_2_SRR6315593_peak_540b	1	2608439	2608659	221	2608588	181	60.75647	NCU02522	2608465	2608686	+
Nuc_2_SRR6315593_peak_542a	1	2620490	2620833	344	2620527	94	13.44802	NCU02524	2620296	2620811	+
Nuc_2_SRR6315593_peak_542b	1	2620490	2620833	344	2620654	327	178.77448	NCU02524	2620296	2620811	+
Nuc_2_SRR6315593_peak_542c	1	2620490	2620833	344	2620777	520	377.83078	NCU02524	2620296	2620811	+
Nuc_2_SRR6315593_peak_571a	1	2725540	2725758	219	2725605	756	663.40692	NCU02556	2725327	2726005	+
Nuc_2_SRR6315593_peak_571b	1	2725540	2725758	219	2725718	101	16.28294	NCU02556	2725327	2726005	+
Nuc_2_SRR6315593_peak_572	1	2725785	2725863	79	2725825	155	44.21573	NCU02556	2725327	2726005	+
Nuc_2_SRR6315593_peak_573	1	2725931	2726057	127	2725989	548	409.62326	NCU02556	2725327	2726005	+
Nuc_2_SRR6315593_peak_588	1	2785730	2785849	120	2785790	121	25.46858	NCU02576	2785577	2786433	+
Nuc_2_SRR6315593_peak_589	1	2786089	2786346	258	2786220	1248	1354.06543	NCU02576	2785577	2786433	+
Nuc_2_SRR6315593_peak_592	1	2788688	2788864	177	2788743	942	911.81042	NCU02578	2788725	2789266	-
Nuc_2_SRR6315593_peak_593	1	2788895	2789057	163	2788950	722	620.01642	NCU02578	2788725	2789266	-
Nuc_2_SRR6315593_peak_621a	1	2878205	2878528	324	2878237	67	4.71901	NCU02605	2878056	2878864	+
Nuc_2_SRR6315593_peak_621b	1	2878205	2878528	324	2878366	437	287.57227	NCU02605	2878056	2878864	+
Nuc_2_SRR6315593_peak_621c	1	2878205	2878528	324	2878463	206	78.18064	NCU02605	2878056	2878864	+
Nuc_2_SRR6315593_peak_622a	1	2878663	2878923	261	2878737	329	180.62389	NCU02605	2878056	2878864	+
Nuc_2_SRR6315593_peak_622b	1	2878663	2878923	261	2878835	383	232.44684	NCU02605	2878056	2878864	+
Nuc_2_SRR6315593_peak_630	1	2902023	2902097	75	2902059	132	21.1135	NCU02609	2901357	2902528	+
Nuc_2_SRR6315593_peak_631a	1	2902220	2902570	351	2902240	85	5.35454	NCU02609	2901357	2902528	+
Nuc_2_SRR6315593_peak_631b	1	2902220	2902570	351	2902369	773	603.71246	NCU02609	2901357	2902528	+
Nuc_2_SRR6315593_peak_631c	1	2902220	2902570	351	2902512	502	292.74039	NCU02609	2901357	2902528	+
Nuc_2_SRR6315593_peak_639a	1	2925642	2925869	228	2925698	1215	1304.64355	NCU02616	2925665	2926033	-
Nuc_2_SRR6315593_peak_639b	1	2925642	2925869	228	2925799	573	438.534	NCU02616	2925665	2926033	-
Nuc_2_SRR6315593_peak_641a	1	2935261	2935606	346	2935330	1041	1050.75281	NCU02618	2934486	2935552	+
Nuc_2_SRR6315593_peak_641b	1	2935261	2935606	346	2935544	1534	1797.28271	NCU02618	2934486	2935552	+
Nuc_2_SRR6315593_peak_643a	1	2942387	2942696	310	2942443	175	56.78816	NCU02620	2942339	2942854	+
Nuc_2_SRR6315593_peak_643b	1	2942387	2942696	310	2942608	410	259.62479	NCU02620	2942339	2942854	+
Nuc_2_SRR6315593_peak_644	1	2942780	2942858	79	2942821	98	15.04212	NCU02620	2942339	2942854	+
Nuc_2_SRR6315593_peak_653a	1	2986083	2986403	321	2986143	2246	2427.08032	NCU02629	2986087	2986584	-
Nuc_2_SRR6315593_peak_653b	1	2986083	2986403	321	2986312	3456	4363.51758	NCU02629	2986087	2986584	-
Nuc_2_SRR6315593_peak_663a	1	3010037	3010359	323	3010100	12260	18532.89453	NCU02637	3010082	3010511	-
Nuc_2_SRR6315593_peak_663b	1	3010037	3010359	323	3010297	1343	796.64587	NCU02637	3010082	3010511	-
Nuc_2_SRR6315593_peak_667a	1	3046094	3046408	315	3046192	296	150.80511	NCU02644	3045986	3047360	+
Nuc_2_SRR6315593_peak_667b	1	3046094	3046408	315	3046339	836	768.06677	NCU02644	3045986	3047360	+
Nuc_2_SRR6315593_peak_671a	1	3067587	3067882	296	3067667	860	800.12708	NCU02650	3067431	3067876	+
Nuc_2_SRR6315593_peak_671b	1	3067587	3067882	296	3067823	191	67.55876	NCU02650	3067431	3067876	+
Nuc_2_SRR6315593_peak_675	1	3091631	3091718	88	3091675	335	72.10374	NCU02657	3091094	3092486	-
Nuc_2_SRR6315593_peak_676	1	3091848	3092112	265	3091921	10007	15058.75488	NCU02657	3091094	3092486	-
Nuc_2_SRR6315593_peak_677	1	3092200	3092335	136	3092287	333	59.51143	NCU02657	3091094	3092486	-
Nuc_2_SRR6315593_peak_680a	1	3102607	3103063	457	3102679	365	214.78209	NCU02661	3102202	3103046	+
Nuc_2_SRR6315593_peak_680b	1	3102607	3103063	457	3102809	410	259.62479	NCU02661	3102202	3103046	+
Nuc_2_SRR6315593_peak_680c	1	3102607	3103063	457	3103004	419	268.85757	NCU02661	3102202	3103046	+
Nuc_2_SRR6315593_peak_688a	1	3135492	3135925	434	3135697	16119	21743.28906	NCU02668	3135445	3135871	+
Nuc_2_SRR6315593_peak_688b	1	3135492	3135925	434	3135868	9732	11047.27832	NCU02668	3135445	3135871	+
Nuc_2_SRR6315593_peak_703b	1	3189735	3189947	213	3189895	272	118.798	NCU02684	3189891	3190746	-
Nuc_2_SRR6315593_peak_704a	1	3190120	3190363	244	3190195	1150	1156.75537	NCU02684	3189891	3190746	-
Nuc_2_SRR6315593_peak_704b	1	3190120	3190363	244	3190274	1273	1334.34009	NCU02684	3189891	3190746	-
Nuc_2_SRR6315593_peak_716a	1	3243078	3243413	336	3243128	355	205.13297	NCU02699	3242555	3243393	+
Nuc_2_SRR6315593_peak_716b	1	3243078	3243413	336	3243368	99	15.45149	NCU02699	3242555	3243393	+
Nuc_2_SRR6315593_peak_721	1	3268961	3269122	162	3269049	17930	20429.57031	NCU10498	3268861	3269533	+
Nuc_2_SRR6315593_peak_722	1	3269220	3269375	156	3269307	4694	2776.20532	NCU10498	3268861	3269533	+
Nuc_2_SRR6315593_peak_723a	1	3272685	3272888	204	3272750	4575	3900.2002	NCU10497	3272686	3272893	+
Nuc_2_SRR6315593_peak_723b	1	3272685	3272888	204	3272838	2907	1946.15234	NCU10497	3272686	3272893	+
Nuc_2_SRR6315593_peak_726a	1	3283831	3284142	312	3283878	264	123.40782	NCU02712	3283805	3284141	+
Nuc_2_SRR6315593_peak_726b	1	3283831	3284142	312	3284083	486	340.10696	NCU02712	3283805	3284141	+
Nuc_2_SRR6315593_peak_731a	1	3298273	3298615	343	3298326	160	47.26039	NCU02716	3298324	3298782	-
Nuc_2_SRR6315593_peak_731b	1	3298273	3298615	343	3298392	162	48.49711	NCU02716	3298324	3298782	-
Nuc_2_SRR6315593_peak_731c	1	3298273	3298615	343	3298534	279	136.0535	NCU02716	3298324	3298782	-
Nuc_2_SRR6315593_peak_738	1	3332959	3333042	84	3332999	170	53.54854	NCU02724	3332481	3333280	+
Nuc_2_SRR6315593_peak_739	1	3333099	3333258	160	3333192	1638	1964.44336	NCU02724	3332481	3333280	+
Nuc_2_SRR6315593_peak_742a	1	3340046	3340434	389	3340086	124	26.97357	NCU02726	3339899	3341886	+
Nuc_2_SRR6315593_peak_742b	1	3340046	3340434	389	3340246	689	578.56549	NCU02726	3339899	3341886	+
Nuc_2_SRR6315593_peak_749a	1	3360879	3361176	298	3360952	797	693.18414	NCU02733	3360914	3361210	-
Nuc_2_SRR6315593_peak_749b	1	3360879	3361176	298	3361086	504	359.95453	NCU02733	3360914	3361210	-
Nuc_2_SRR6315593_peak_753	1	3376719	3376839	121	3376782	1217	860.79181	NCU02738	3376706	3377115	+
Nuc_2_SRR6315593_peak_754	1	3376886	3377090	205	3376977	2020	1858.69421	NCU02738	3376706	3377115	+
Nuc_2_SRR6315593_peak_755	1	3384705	3384812	108	3384760	271	129.26462	NCU02739	3384224	3385064	+
Nuc_2_SRR6315593_peak_756	1	3384849	3385083	235	3384941	621	495.35019	NCU02739	3384224	3385064	+
Nuc_2_SRR6315593_peak_760a	1	3400649	3401150	502	3400741	6882	7031.02197	NCU02744	3400613	3401441	+
Nuc_2_SRR6315593_peak_760b	1	3400649	3401150	502	3400911	12773	16384.20703	NCU02744	3400613	3401441	+
Nuc_2_SRR6315593_peak_760c	1	3400649	3401150	502	3401087	4651	3996.47583	NCU02744	3400613	3401441	+
Nuc_2_SRR6315593_peak_762a	1	3407500	3407766	267	3407583	2131	2793.16455	NCU02746	3407497	3407805	+
Nuc_2_SRR6315593_peak_762b	1	3407500	3407766	267	3407719	203	76.01756	NCU02746	3407497	3407805	+
Nuc_2_SRR6315593_peak_775	1	3451598	3451706	109	3451647	523	282.66507	NCU02754	3451337	3452077	+
Nuc_2_SRR6315593_peak_776	1	3451738	3451870	133	3451805	1636	1630.95862	NCU02754	3451337	3452077	+
Nuc_2_SRR6315593_peak_783a	1	3465954	3466264	311	3466032	429	196.43668	NCU02761	3465987	3466559	-
Nuc_2_SRR6315593_peak_783b	1	3465954	3466264	311	3466138	186	34.35753	NCU02761	3465987	3466559	-
Nuc_2_SRR6315593_peak_783c	1	3465954	3466264	311	3466214	181	32.43022	NCU02761	3465987	3466559	-
Nuc_2_SRR6315593_peak_794a	1	3522958	3523335	378	3523041	785	594.14886	NCU09377	3522966	3523572	-
Nuc_2_SRR6315593_peak_794b	1	3522958	3523335	378	3523150	3179	4256.56738	NCU09377	3522966	3523572	-
Nuc_2_SRR6315593_peak_794c	1	3522958	3523335	378	3523294	147	24.77351	NCU09377	3522966	3523572	-
Nuc_2_SRR6315593_peak_796a	1	3531359	3531884	526	3531540	1531	1792.50513	NCU09375	3531306	3531746	+
Nuc_2_SRR6315593_peak_796b	1	3531359	3531884	526	3531642	859	798.7854	NCU09375	3531306	3531746	+
Nuc_2_SRR6315593_peak_808	1	3676452	3676637	186	3676544	1403	851.3526	NCU09995	3676307	3676902	+
Nuc_2_SRR6315593_peak_809	1	3676702	3676893	192	3676780	11755	17514.29102	NCU09995	3676307	3676902	+
Nuc_2_SRR6315593_peak_820a	1	3992412	3992703	292	3992481	780	460.65927	NCU09895	3992420	3992764	+
Nuc_2_SRR6315593_peak_820b	1	3992412	3992703	292	3992651	626	317.40442	NCU09895	3992420	3992764	+
Nuc_2_SRR6315593_peak_822a	1	4000927	4001323	397	4001007	543	403.89966	NCU09898	4000853	4001318	+
Nuc_2_SRR6315593_peak_822b	1	4000927	4001323	397	4001154	1650	1983.91907	NCU09898	4000853	4001318	+
Nuc_2_SRR6315593_peak_822c	1	4000927	4001323	397	4001253	517	374.46255	NCU09898	4000853	4001318	+
Nuc_2_SRR6315593_peak_834a	1	4099986	4100229	244	4100060	1063	695.93842	NCU09803	4099943	4100551	+
Nuc_2_SRR6315593_peak_834b	1	4099986	4100229	244	4100175	853	485.54758	NCU09803	4099943	4100551	+
Nuc_2_SRR6315593_peak_835	1	4100468	4100549	82	4100508	262	44.54632	NCU09803	4099943	4100551	+
Nuc_2_SRR6315593_peak_848a	1	4135021	4135327	307	4135151	1392	1574.0304	NCU09813	4135019	4135561	-
Nuc_2_SRR6315593_peak_848b	1	4135021	4135327	307	4135295	98	15.04212	NCU09813	4135019	4135561	-
Nuc_2_SRR6315593_peak_849	1	4135436	4135567	132	4135498	338	189.01076	NCU09813	4135019	4135561	-
Nuc_2_SRR6315593_peak_850a	1	4141777	4141968	192	4141826	384	81.10104	NCU09814	4141653	4142009	+
Nuc_2_SRR6315593_peak_850b	1	4141777	4141968	192	4141930	217	15.09362	NCU09814	4141653	4142009	+
Nuc_2_SRR6315593_peak_851	1	4145513	4145678	166	4145591	9741	13767.10742	NCU09816	4145268	4145879	-
Nuc_2_SRR6315593_peak_852	1	4145712	4145952	241	4145782	2121	1643.43225	NCU09816	4145268	4145879	-
Nuc_2_SRR6315593_peak_858a	1	4200880	4201127	248	4200959	2365	1722.30859	NCU09333	4200668	4201223	+
Nuc_2_SRR6315593_peak_858b	1	4200880	4201127	248	4201075	2082	1410.47205	NCU09333	4200668	4201223	+
Nuc_2_SRR6315593_peak_868	1	4250802	4250940	139	4250866	246	108.72028	NCU09322	4250624	4251744	+
Nuc_2_SRR6315593_peak_869	1	4251652	4251788	137	4251726	1164	1229.03284	NCU09322	4250624	4251744	+
Nuc_2_SRR6315593_peak_870	1	4251943	4252136	194	4252001	925	888.39294	NCU09321	4251989	4252459	-
Nuc_2_SRR6315593_peak_871a	1	4252221	4252454	234	4252288	857	796.10352	NCU09321	4251989	4252459	-
Nuc_2_SRR6315593_peak_871b	1	4252221	4252454	234	4252405	363	212.8427	NCU09321	4251989	4252459	-
