distance_from_stop	ck-1a	upf1	set-1	prd-1	pabp-2	set-2	wc-2	frq	csp-1	pkac-1	frh	NCU06565	cka	ckb-1	rco-1	nab2
29	0	0.5	0	20	4.5	1	7	0	68	0	0	2.5	17	43.5	1	0
30	0	0.5	0	20	4.5	1	7	0	68	0	0	2.5	17	44	1	0
31	0	0.5	0	20	4.5	1	7	0	68	0	0	2.5	17	47	1	0
32	0	0.5	0	20	4.5	1	7	0	68	0	0	2.5	17	50.5	1	0
33	0	0.5	0	20	4.5	1	7	0	68	0	0	2.5	17	55	1	0
34	0	0.5	0	20	4.5	1	6.5	0	68	0	0	2.5	17	55.5	1	0
35	0	0.5	0	19.5	4.5	1	6.5	0	68	0	0	2.5	17	56	1	0
36	0	0.5	0	16	4.5	0.5	6	0	67.5	0	0	2.5	17	56.5	1	0
37	0	0.5	0	17.5	4.5	0.5	6	0	67.5	0	0	2.5	17	56	1	0
38	0	0.5	0	18	4.5	0.5	5.5	0	67	0	0	2.5	17	56	1	0
39	0	0.5	0	18	4.5	0.5	4.5	0	66.5	0	0	2.5	17	56	1	0
40	0	0.5	0	18	4.5	0.5	4	0	60	0	0	2.5	17	56.5	1	0
41	0	0.5	0	19	4.5	0.5	4	0	9	0	0	2.5	17	56.5	1	0
42	0	0.5	0	19	4.5	0.5	4	0	7.5	0	0	2.5	17	56.5	0.5	0
43	0	0.5	0	19	4.5	1	4	0	7	0	0	2.5	17	84	0.5	0
44	0	0.5	0	19	4.5	1	4	0	0.5	0	0	2.5	17	85	0.5	0
45	0	0.5	0	19	4.5	1	4	0	0.5	0	0	2.5	17	87	0.5	0
46	0	0.5	0	19	4.5	1	4	0	0.5	0	0	2.5	17	94.5	0.5	0
47	0	0.5	0	19	4.5	1	4	0	0.5	0	0	2.5	17	99.5	0.5	0
48	0	0.5	0	19	4.5	1	4	0	0	0	0	2.5	17	106	0.5	0
49	0	0.5	0	11	4.5	1	4	0	0	0	0	2.5	17	109.5	0.5	0
50	0	0.5	0	11	4.5	1	4	0	0	0	0	2.5	17	112.5	0.5	0
51	0	0.5	0	10	4.5	1	4	0	0	0	0	2.5	17	115	0.5	0
52	0	0.5	0	9.5	4.5	1	4	0	0	0	0	2.5	17	115.5	0.5	0
53	0	0.5	0	8.5	4.5	1	3.5	0	0	0	0	2.5	17	116	0.5	0
54	0	0.5	0	5.5	4.5	1	3.5	0	0	0	0	2.5	17	138	0.5	0
55	0	0.5	0	5.5	4.5	1	3.5	0	0	0	0	2.5	17	146.5	0.5	0
56	0	0.5	0	5	4.5	1	3.5	0	0	0	0	2.5	17	161	0.5	0
57	0	0.5	0	5	5	1	3.5	0	0	0	0	2.5	17	167	0.5	0
58	0	0.5	0	5	5	1	3.5	0	0	0	0	2.5	16.5	169.5	0.5	0
59	0	0.5	0	5	5	1	3.5	0	0	0	0	2.5	16	170.5	0.5	0
60	0	0.5	0	5	5	1	3.5	0	0	0	0	2.5	16	172.5	0.5	0
61	0	0.5	0	5	5	1	3.5	0	0	0.5	0	2.5	16	174	0.5	0
62	0	0.5	0	5.5	5.5	1.5	3.5	0	0	1	0	2.5	16	175	0.5	0
63	0	0.5	0	5.5	6	1.5	3.5	0	0	1	0	2.5	16	175	0.5	0
64	0	0.5	0	6.5	6	1.5	3.5	0	0	1	0	2.5	16	176.5	0.5	0
65	0	0.5	0	6.5	6	2	3.5	0	0	1	0	2.5	7.5	177.5	0.5	0
66	0	0.5	0	6.5	7.5	2	3.5	0	0	1	0	2.5	7	180	0.5	0
67	0	0.5	0	6.5	7.5	2	3.5	0	0	1	0	2.5	7	180	0.5	0
68	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2.5	7	180.5	0.5	0
69	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2.5	5	181.5	0.5	0
70	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2	4	183.5	0.5	0
71	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2	2.5	183.5	0.5	0
72	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2	2.5	183.5	0.5	0
73	0	0.5	0	6	7.5	2	3	0	0	1	0	2	1.5	183.5	0.5	0
74	0	0.5	0	6.5	7.5	2	3	0	0	1	0	2	1.5	184.5	0.5	0
75	0	0.5	0	6.5	7.5	2	2	0	0	1	0	2	1.5	184.5	0.5	0
76	0	0.5	0	6.5	8	2	2	0	0	1	0	2	1.5	184.5	0.5	0
77	0	0.5	0	6.5	8.5	2	2	0	0	1	0	2	1	184.5	0.5	0
78	0	0.5	0	6.5	8.5	2	2	0	0	1	0	0	1	185	0.5	0
79	0	0.5	0	6.5	8.5	2	2	0	0	1	0	0	1	185.5	0.5	0
80	0	0.5	0	6.5	8.5	2	2.5	0.5	0	1	0	0	1	185.5	0.5	0
81	0	0.5	0	6.5	8.5	2	2.5	0.5	0	1	0	0	1	185.5	0.5	0
82	0	0.5	0	6.5	8.5	2	2.5	0.5	0	1	0	0	0.5	185.5	0.5	0
83	0	0.5	0	6.5	8.5	2	2.5	0.5	0	1	0	0	0.5	185.5	0.5	0
84	0	0.5	0	8	5.5	2	2.5	0.5	0	1	0	0	0	189	0.5	0
85	0	0.5	0	8	5	2	8	1	0	1	0	0	0	199	0.5	0
86	0	0.5	0	9	5	2	8	1	0	1	0	0	0	201.5	0.5	0
87	0	0.5	0	9	5	2	18	1	0	1	0	0	0	201.5	0.5	0
88	0	0.5	0	9	5	2	18	1	0	1	0	0	0	211	0.5	0
89	0	0.5	0	9	4	2	18	1	0	1	0	0	0	212.5	0.5	0
90	0	0.5	0	9	4	2	18	1	0	1	0	0	0	232.5	0	0
91	0	0.5	0	9	4	2	19.5	1	0	1	0	0	0	231.5	0	0
92	0	0.5	0	9	4	2.5	19.5	1	0	1	0	0	0	224.5	0	0
93	0	0.5	0	9	4	2.5	20.5	1	0	1	0	0	0	235	0	0
94	0	0.5	0	9	4	2.5	20	1	0	1	0	0	0	248.5	0	0
95	0	0.5	0	9	4	2.5	20.5	1	0	1	0	0	0	244	0	0
96	0	0.5	0	9	4	2.5	21	1	0	1	0	0	0	246	0	0
97	0	0.5	0	9	4	2	21.5	1	0	1	0	0	0	246	0	0
98	0	0.5	0	8.5	4	2	21.5	1	0	1	0	0	0	246.5	0	0
99	0	0.5	0	8.5	4	2	22	1	0	1	0	0	0	246.5	0	0
100	0	0.5	0	8.5	4	2	21.5	1	0	1	0	0	0	250	0	0
101	0	0.5	0	8.5	4	2	21.5	1	0	1	0	0	0	250	0	0
102	0	0.5	0	8.5	4	2	22	1	0	1	0	0	0	248	0	0.5
103	0	0.5	0	8.5	4	2	22	1	0	1	0	0	0	249	0	0.5
104	0	0	0	8.5	4	2	22	1	0	1	0	0	0	241	0	0.5
105	0	0	0	8.5	4	2	22	1	0	1	0	0	0	240.5	0	0.5
106	0	0	0	8.5	4	2	22	1	0	1	0	0	0	240	0	0.5
107	0	0	0	8.5	4	2	22	1	0	1	0	0	0	236	0	0.5
108	0	0	0	8.5	4	2	22.5	1	0	1	0	0	0	231.5	0	0.5
109	0	0	0	8.5	4	2	23	1	0	1	0	0	0	225.5	1.5	0.5
110	0	0	0	8.5	4	2	23	1	0	1	0	0	0	228	1.5	0.5
111	0	0	0	8.5	4	2	23.5	1	0	1	0	0	0	228	1.5	0.5
112	0	0	0	8.5	4	2	23.5	1	0	1	0	0	0	228	1.5	0.5
113	0	0	0	7	4	2	23.5	1	0	1	0	0	0	228.5	1.5	0.5
114	0	0	0	6	4	2	23.5	1	0	1	0	0	0	228.5	1.5	0.5
115	0	0	0	6	4	2	23.5	1	0	1	0	0	0	228.5	1.5	0.5
116	0	0	0	6	4	2	23.5	1	0	1	0	0	0	228.5	1.5	0.5
117	0	0	0	5	4	2	23.5	1	0	1	0	0	0	228.5	1.5	0.5
118	0	0	0	5	4	1.5	23.5	1	0	2	0	0	0	227.5	1.5	0.5
119	0	0	0	5	4	1.5	23.5	1	0	2	0	0	0	197	3	0.5
120	0	0	0	5	4	1.5	23.5	1	0	2	0	0	0	196	3	0.5
121	0	0	0	5	4.5	1.5	23.5	1	0	2	0	0	0	196	3	0.5
122	0	0	0	5	4.5	1.5	23.5	1	0	2	0	0	0	190	3	1.5
123	0	0	0	5	4.5	1.5	23.5	1	0	2.5	0	0	0	184.5	3	1.5
124	0	0	0.5	5	4.5	1.5	23.5	1	0	2.5	0	0	0	178	4	1.5
125	0	0	0.5	5	4.5	1.5	23.5	1	0	2.5	0	0	0	174	5	1.5
126	0	0	0.5	5	4.5	1.5	23.5	1	0	2.5	0	0	0	170.5	5	2
127	0	0	0.5	5	4.5	1.5	23.5	1	0	2.5	0	0	0	169.5	5	2
128	0	0	0.5	5	4.5	0.5	23.5	1	0	2.5	0	0	0	169.5	7	2
129	0	0	0.5	5	4.5	0.5	23.5	1	0	2.5	0	0	0	167	7.5	2
130	0	0	0.5	5	4.5	0.5	23.5	1	0	2.5	0	0	0	134	7.5	2
131	0	0	0.5	4.5	4.5	0.5	23.5	1	0	2	0	0	0	130	7.5	2
132	0	0	0.5	4.5	4	0.5	23.5	1	0	2	0	0	0	110.5	7.5	2
133	0	0	1	4.5	4	0.5	23.5	1	0	2	0	0	0	109	7.5	2
134	0	0	1	4.5	4	0.5	23.5	1	0	2	0	0	0	108	7.5	2
135	0	0	1	4.5	4	0.5	23.5	1	0	2	0	0	0	108	8	2
136	0	0	1	4.5	4	0.5	23.5	1	0	2	0	0	0	108	8	2
137	0	0	1	4.5	4	0.5	23.5	1	0	1.5	0	0	0	107.5	8	2
138	0.5	0	1	4	3.5	0.5	23.5	1	0	1.5	0	0	0	107.5	8	2
139	0.5	0	1	4	3	0.5	23.5	1	0	1.5	0	0	0	107.5	8	2
140	0.5	0	1	3	3	0.5	23.5	1	0	1.5	0	0	0	107.5	8	2
141	0.5	0	1	3	3	0.5	23.5	1	0	1.5	0	0	0	107.5	8	2
142	0.5	0	1	3	1.5	0.5	23.5	1	0	1.5	0	0	0	107	18.5	2
143	0.5	0	1	3	1.5	0.5	23.5	1	0	1.5	0	0	0	107	21	2
144	0.5	0	1	3	1.5	0.5	23.5	1	0	1.5	0	0	0	107	32	2
145	0.5	0	1	3	1.5	0.5	23.5	1	0	1.5	0.5	0	0	107	38	2
146	0.5	0	1	3	1.5	0.5	23.5	1	0	1.5	0.5	0	0	107	44	2
147	1	0	1	3	1.5	0.5	23.5	1	0	1.5	1	0	0	107	187.5	2
148	1	0	1	3	1.5	0.5	23.5	1	0	1.5	1	0	0	107	211	2
149	1	0	1	3	1.5	0.5	23.5	1	0	1.5	1	0	0	107	220	2
150	1	0	1	2.5	1.5	0.5	23.5	1	0	1.5	1	0	0	106	229.5	2
151	1	0	1	2.5	1.5	0.5	23.5	1	0	1.5	2	0	0	106	236	2
152	1	0	1	2.5	0.5	0.5	23.5	1	0	1.5	2	0	0	106	238.5	2
153	1	0	2.5	2.5	0.5	0.5	23.5	1	0	1.5	2	0	0	106	244.5	2
154	1	0	2.5	2.5	0.5	0.5	23.5	1	0	1.5	2	0	0	106	476.5	2
155	1	0	2.5	2.5	0.5	0.5	23.5	1	0	1.5	2	0	0	105.5	485.5	3
156	2.5	0	2.5	2.5	0.5	0.5	23	0.5	0	1.5	2	0	0	105.5	499.5	3
157	2.5	0	3	2.5	0.5	0.5	23	0.5	0	1.5	2	0	0	105.5	502.5	3
158	2.5	0	3	2.5	0.5	0.5	23	0.5	0	1.5	2	0	0	105.5	506.5	3
159	2.5	0	3	2.5	0.5	0.5	23	0.5	0	1.5	2	0	0	105.5	576.5	3
160	2.5	0	3	0.5	0.5	0	22	0.5	0	1.5	2	0	0	100	676.5	3
161	2.5	0	3	0.5	0.5	0	16	0	0	2.5	2	0	0	89	703.5	3.5
162	2.5	0	3	0	0.5	0	16	0	0	2.5	2.5	0	0	89	705.5	3.5
163	2.5	0	3	0	0.5	0	4.5	0	0	2.5	2.5	0	0	88.5	709	3.5
164	2.5	0	3	0	0.5	0	4.5	0	0	3.5	2.5	0	0	77	712	3.5
165	2.5	0	3	0	0.5	0	4.5	0	0	3.5	2.5	0	0	76.5	721	3.5
166	2.5	0	3	0	0.5	0	4	0	0	3.5	2.5	0	0	55	721	4
167	2.5	0	3	0	0.5	0	2	0	0	3.5	2.5	0	0	54.5	723	4
168	2.5	0	3.5	0	0.5	0	2	0	0	3.5	2.5	0	0	49	724	4
169	2.5	0	3.5	0	0.5	0	1	0	0	3.5	2.5	0	0	36	726	4
170	2.5	0	3.5	0	0.5	0	0	0	0	3.5	2.5	0	0	23	730	4
171	2.5	0	4	0	0.5	0	0	0	0	3.5	2.5	0	0	21	739	4
172	2.5	0	4	0	0.5	0	0	0	0	4	2.5	0	0	13	797.5	4
173	2.5	0	4	0	0.5	0	0	0	0	4	2.5	0	0	12.5	800.5	4
174	2.5	0	4	0	0.5	0	0	0	0	4.5	2.5	0	0	12.5	803	4
175	2.5	0	4	0	0.5	0	0	0	0	4.5	2.5	0	0	12	804.5	5
176	2.5	0	4	0	0.5	0	0	0	0	4.5	3	0	0	8.5	805	5
177	2.5	0	4	0	0.5	0	0	0	0	4.5	3	0	0	8.5	808.5	4.5
178	2.5	0	4	0	0.5	0	0	0	0	4.5	3	0	0	8.5	808.5	8.5
179	2.5	0	4	0	0.5	0	0	0	0	4.5	3	0	0	8	808.5	8.5
180	2.5	0	4	0.5	0.5	0	0	0	0	4.5	3	0	0	8	809	8.5
181	2.5	0	4	0.5	0.5	0	0	0	0	4.5	4.5	0	0	8	811	8.5
182	2.5	0	4	0.5	0.5	0	0	0	0	4.5	4.5	0	0	8	811.5	9
183	2.5	0	4	0.5	0.5	0	0	0	0	4.5	4.5	0	0	8	813	10
184	2.5	0	4	0.5	0.5	0	0	0	0	4.5	4.5	0	0	8	814.5	48.5
185	2.5	0	4	0.5	0.5	0	0	0	0	4.5	4.5	0	0	7.5	814	107
186	3	0	4	0.5	0.5	0	0	0	0	5	4.5	0	0	5	814	113.5
187	3	0	4	0.5	0.5	0	0	0	0	5.5	4.5	0	0	5	814	114.5
188	3	0	4	0.5	0.5	0	0	0	0	7.5	4.5	0	0	4.5	813	120
189	3	0	4	0.5	0.5	0	0	0	0	9	4.5	0.5	0	4.5	813	120.5
190	3	0	5	0.5	0.5	0	0	0	0	9.5	4.5	0.5	0	4.5	813.5	125.5
191	3	0	5	0.5	0.5	0	0	0	0	9.5	4.5	0.5	0	4.5	813.5	125.5
192	3	0	5	1	0.5	0	0	0	0	10	5	1.5	0	3.5	813.5	126.5
193	3	0	5	1.5	0.5	0	0	0	0	11	5	1.5	0	3.5	813.5	126.5
194	3	0	5	1.5	0.5	0	0	0	0	10.5	5	1.5	0	3.5	814.5	126.5
195	3	0	5	2	0.5	0	0	0	0	11	5	1.5	0	3.5	814.5	126.5
196	3	0	5	2	0.5	0	0	0	0	11.5	5	1.5	0	2.5	814.5	127
197	3	0	5	2	0	0	0	0	0	11.5	5	1.5	0	0	814.5	127
198	3	0	5	2	0	0	0	0	0	11.5	5	2	0	0	814	126.5
199	3	0	5	2	0	0	0	0	0	11	5.5	2	0	0	814	135.5
200	3	0	4.5	2	0	0	0	0	0	11.5	5.5	2	0	0	814	137
201	3	0	16	2	0	0	0	0	0	12	5.5	2	0	0	813	149
202	3	0	18.5	4	0	0	0	0	0	12.5	12.5	2.5	0	0	810.5	150.5
203	3	0	22	4.5	0	0	0	0	0	12.5	12.5	3	0	0	810.5	152
204	3	0	30.5	5.5	0	0	0	0	0	12.5	13.5	3	0	0	809.5	157
205	3	0	30.5	5.5	0	0	0	0	0	12.5	13.5	3.5	0	0	809.5	160
206	3	0	31.5	5.5	0	0	0	0	0	13	14.5	3.5	0	0	809.5	160.5
207	3	0	31.5	5.5	0	0	0	0	0	13	15	3.5	0	0	809.5	161
208	3	0	32.5	6	0	0	0	0	0	13	15.5	6	0	0	808.5	162.5
209	3	0	33	6	0	0	0	0	0	13	16	6.5	0	0	808	163.5
210	3	0	33	7	0	0	0	0	0	13	16	10	0	0	808	163.5
211	3	0	33	7.5	0	0	0	0	0	13	17	12.5	0	0	808	164.5
212	3	0	33.5	7.5	0	0	0	0	0	13	17	13	0	0	808	164.5
213	3.5	0	33.5	8.5	0	0	0	0	0	13	17	14.5	0	0	808	164.5
214	3	0	33.5	8.5	0	0	0	0	0	13	17	14.5	0	0.5	808	165
215	3	0	49	9.5	0	0	0	0	0.5	13	17	15	0	0.5	808	165
216	3	0	49	11	0	0	0	0	0.5	13	18.5	15	0	0.5	808	165
217	3	0	49.5	11.5	0	0	0	0	0.5	13	18.5	15	0	0.5	804	165
218	3	0	50.5	11.5	0	0	0	0	0.5	13	20	15	0	0.5	788	165
219	3.5	0	50.5	11.5	0	0	0	0	0.5	13	20	15	0.5	0.5	787	165
220	4.5	0	50.5	12.5	0	0	0	0	0.5	13	20	15	1	0.5	770	165.5
221	4	0	50.5	12.5	0	0	0	0	0.5	13	19.5	15	1	0.5	767	165.5
222	4	0	50.5	12.5	0	0	0	0	0.5	13	19	15	1	1	750.5	165.5
223	4	0	50.5	12.5	0	0	0	0	0.5	13	19	15	1	1	593	165
224	5	0	50.5	13	0	0	0	0	0.5	13	19	15	1	1	589	165.5
225	5	0	51	13	0	0	0	0	0.5	13	19	15	1	1	579.5	165.5
226	5	0	50.5	13	0	0	0	0	0.5	13	19	15	1	1	570	165.5
227	5	0	50.5	13	0	0	0	0	0.5	13	18	16	1.5	1	569.5	165.5
228	5	0	50.5	13	0	0	2.5	0	0.5	13	18	18	1.5	1	567.5	165.5
229	4.5	0	49.5	13	0	0	7.5	0	0.5	13	18	18	1.5	1	529.5	165.5
230	4.5	0	49.5	13	0	0	7.5	0	0.5	13	18	18	1.5	1	321.5	165.5
231	3.5	0	49.5	13	0	0	8	0	0.5	13	18	18	2	1	304	164.5
232	3.5	0	49.5	13	0	0	8	0	0.5	13	18	18.5	2	1	293.5	164.5
233	3.5	0	49	13	0	0	8	0	0.5	13	18	24	2	1	292	164.5
234	4	0	49.5	13.5	0	0	20.5	0	0.5	13	18	27.5	2	1	291.5	164.5
235	4	0	49.5	15.5	0	0	30.5	0	0.5	12.5	18	27.5	2	1	218	164.5
236	4.5	0	49.5	15.5	0	0	32.5	0	0.5	12.5	18	27.5	2	1	96.5	164.5
237	4.5	0	49.5	16	0	0	43	0	0.5	11.5	18	28.5	2	1	95.5	164
238	4.5	0	49.5	28	0	0	43.5	0	0.5	11.5	17.5	29	2	1	95.5	164
239	4.5	0	49.5	28	0	0	47	0	0.5	11.5	17.5	38	2	1	95.5	164
240	4.5	0	49.5	28	0	0	49.5	0	1	10	17.5	38	2	1	95	164
241	4.5	0	49.5	28.5	0	0	49.5	0	1	10	17.5	38.5	2	1	86	164
242	5	0	49.5	28.5	0	0	49.5	0	1	10	17.5	39.5	2	1	86	163.5
243	5.5	0	49.5	29	0	0	49.5	0	1	10	17.5	39.5	2	1	86	163.5
244	5.5	0	49	29.5	0	0	49.5	0	1	10	17.5	39.5	2	1	86	164
245	5.5	0	49	30.5	0	0.5	49.5	0	1	10	17.5	39.5	2	1	85.5	164
246	5.5	0	49	30.5	0	0.5	50.5	0	1	10	17.5	39.5	2	1	82.5	164
247	5.5	0	48.5	35	0	0.5	53.5	0	1	10	17.5	41	2	1	69.5	164
248	5.5	0	48.5	54.5	0	0.5	54.5	0	1	10	17.5	42.5	2	1	10.5	164
249	5.5	0	48.5	54.5	0	0.5	56.5	0	1	10	17.5	43	2	1	9	164
250	5.5	0	48.5	55	0.5	0.5	57	0	1	10	17.5	43	2	1	4	164
251	5.5	0	48.5	55.5	0.5	0.5	57.5	0	1	10	17.5	43	2	1	3	163
252	5.5	0	48.5	55.5	0.5	0.5	60	0	1.5	10	17	43.5	2	1	3	163
253	5.5	0	48.5	56	0.5	0.5	61	0	2.5	10	17	47.5	2	1	3	163
254	5.5	0	48.5	56.5	0.5	0.5	62	0	2.5	10	17	48	2	1	3	158.5
255	5.5	0	48.5	57	1	0.5	66.5	0	2.5	10	17	48	2	2.5	3	158.5
256	5.5	0	48.5	57.5	1	0.5	67.5	0	2.5	10	15	48	2	2.5	3	158.5
257	5.5	0	48.5	58.5	1	0.5	67.5	0	2.5	10	15	48.5	2	32.5	3	158.5
258	5.5	0	48.5	59	1	0.5	67.5	0	2.5	10	15	48.5	2.5	34	3	158
259	5.5	0	48.5	59	1	0.5	68	0	2.5	10	15	49	2.5	43.5	3	155
260	5	0	48.5	60.5	1.5	0.5	68.5	0	2.5	10	15	49	2.5	44	3	110
261	5	0	48.5	60.5	2	0.5	69	0	2.5	10	15	49.5	2.5	47.5	3	48
262	5	0	48.5	62	2.5	0.5	69.5	0	2.5	9.5	15	49.5	2.5	48	3	47.5
263	5	0	48.5	62.5	2.5	0.5	69.5	0	2.5	9	15	48.5	2.5	50.5	3	46
264	5	0	48.5	62.5	2.5	0.5	69.5	0	2.5	5.5	15	48.5	2.5	51.5	3	42.5
265	5	0	48.5	66	2.5	0.5	69.5	0	2.5	5.5	15	49	2.5	54.5	3	41.5
266	5	0	47.5	68	2.5	0.5	69.5	0	2.5	5	15	49	2.5	55	3	37.5
267	5	0	47.5	67.5	3	0.5	69.5	0	2.5	5	15	49	2.5	55.5	3	37.5
268	5	0	47.5	67	3.5	0.5	69.5	0	2.5	4	15	47	2.5	56	3	37.5
269	5	0	47.5	66.5	3.5	0.5	69.5	0	2.5	3	15	47	2.5	56	3	37.5
270	5	0	48	66	3.5	0.5	69.5	0	2.5	1.5	15	47	4	56	1	37.5
271	5	0	48	66	3.5	1	69.5	0	2.5	1.5	15	47	4	58.5	1	37
272	5	0	48	66.5	3.5	1	69.5	0	2.5	1	15	47	4	58.5	1	37
273	5	0	48	67	3.5	1	69.5	0	2.5	1	15	47	4	59.5	1	37
274	5	0	48	68.5	4	2	69.5	0	2.5	1	15	47	4	61.5	1	33.5
275	5	0	48	68.5	4	2	69.5	0	2.5	1	14.5	47	4	64	1	26.5
276	5	0	48	68.5	4.5	2	69.5	0	2.5	0.5	14.5	47	4	67.5	1	24
277	5	0	33	68	4.5	2	69.5	0	2.5	0	14.5	47	4	69	1	11
278	5	0	32.5	65.5	5	2	69.5	0	3.5	0	7.5	47	4.5	69	1	10
279	5	0	29	67	5.5	2	69.5	0	3.5	0	6	47	4.5	69	1	8
280	5	0	19	65.5	5.5	2	69.5	0	4	0	6	46	4.5	69.5	1	5.5
281	5	0	19	65.5	5.5	2	69.5	0	4	0	6	46	4.5	69.5	1	2
282	5	0	19	65.5	5.5	2	69.5	0	4	0	4.5	46	4.5	69.5	1	1.5
283	5	0	19	65.5	5.5	2	69.5	0	4	0	4	46	4.5	71	0.5	1
284	5	0	19	65.5	5.5	2	69.5	0	4	0	4	43.5	4.5	76.5	0.5	1
285	5	0	18.5	66.5	5.5	2	69.5	0	4.5	0	4	42.5	4.5	77	0.5	1
286	4.5	0	18.5	65.5	5.5	2	69.5	0	4.5	0	4	36.5	4.5	77.5	0.5	1
287	4.5	0	18.5	65	5.5	2	69.5	0	4.5	0	3	36.5	4.5	78	0.5	1
288	4.5	0	18.5	65.5	5.5	2	69.5	0	4.5	0	3	35.5	4.5	80	0.5	1
289	4.5	0	18.5	64	5.5	2	69.5	0	4.5	0	3	35.5	4.5	112	0.5	1
290	4.5	0	18.5	64.5	5.5	2	69.5	0	4.5	0	3	35.5	4.5	116	0.5	1
291	4.5	0	3	65	5.5	2	70	0	4	0	3	35.5	4.5	119	0.5	1
292	4.5	0	2	65	5.5	2	70	0	4	0	1.5	35.5	4.5	120.5	0.5	1
293	4.5	0	1.5	65	5.5	2	70	0	4	0	1.5	35.5	4.5	122	0.5	1
294	4	0	1	65	5.5	2	70	0	4.5	0	0	35.5	4	122	0.5	1
295	3	0	1	65	5.5	2	70	0	4.5	0	0	35.5	2.5	123	0.5	1
296	1.5	0	1	67.5	5.5	2	70	0	4.5	0	0	35.5	2.5	123.5	0.5	1
297	0.5	0	1	67.5	5.5	2	70	0	4.5	0	0	35.5	2.5	124.5	0.5	1
298	0.5	0	1	67.5	5.5	2	70	0	4.5	0	0	35.5	2.5	124.5	0.5	1
299	0.5	0	1	85	5.5	2	70	0	4.5	0	0	35.5	2.5	125.5	0.5	1
300	0.5	0	1	84.5	5.5	2	70	0	4.5	0	0	35.5	2.5	127	0	1
301	0.5	0	1	84.5	5.5	2.5	70	0	4.5	0	0	35.5	2.5	127.5	0	1
302	0.5	0	1	85	5.5	3	70	0	4.5	0	0	35.5	2.5	127.5	0	1
303	0.5	0	1	87.5	5.5	3.5	69.5	0	4.5	0	0	34.5	2.5	127.5	0	1
304	0.5	0	1	89	5.5	3.5	67.5	0	4.5	0	0	33	2.5	127.5	0	1
305	0.5	0	1	90	5.5	3.5	62.5	0	4.5	0	0	33	2.5	127.5	0	4
306	0.5	0	1	90	5.5	3.5	62.5	0	4.5	0	0	33	3	129.5	0	4
307	0.5	0	1	90.5	5.5	3.5	60.5	0	4.5	0	0	33	3	129.5	0	4
308	0.5	0	1	91	5.5	3.5	60.5	0	4	0	0	32.5	3	129.5	0	6
309	0.5	0	0.5	90.5	5.5	3.5	60.5	0	4	0	0	26	3	129.5	0	6
310	0	0	0.5	90	5.5	3.5	45.5	0	3.5	0	0.5	23	3	134.5	0	7
