peak_label	chr	start_coord	end_coord	length_peak	abs_summit_coord	pileup_height	neg_log10_pvalue	gene_3UTR	UTR_start	UTR_end	UTR_strand
sample_3_wt_rep2_peak_333	1	1899587	1899662	76	1899624	1317	847.63129	NCU01948	1899267	1900281	+
sample_3_wt_rep2_peak_334	1	1904237	1904366	130	1904326	96	10.66225	NCU01947	1904145	1905242	+
sample_3_wt_rep2_peak_335	1	1905058	1905138	81	1905097	115	68.46445	NCU01947	1904145	1905242	+
sample_3_wt_rep2_peak_339	1	1939322	1939423	102	1939380	194	154.55632	NCU01939	1939316	1940023	-
sample_3_wt_rep2_peak_340	1	1939682	1939811	130	1939746	334	339.37454	NCU01939	1939316	1940023	-
sample_3_wt_rep2_peak_341	1	1948219	1948323	105	1948271	173	130.02354	NCU01938	1948134	1950530	-
sample_3_wt_rep2_peak_342	1	1949606	1949692	87	1949648	202	164.16574	NCU01938	1948134	1950530	-
sample_3_wt_rep2_peak_344a	1	1970723	1971122	400	1970761	89	44.6616	NCU01932	1970618	1971203	-
sample_3_wt_rep2_peak_344b	1	1970723	1971122	400	1970984	246	219.32803	NCU01932	1970618	1971203	-
sample_3_wt_rep2_peak_347	1	1993783	1993887	105	1993832	92	47.25846	NCU01927	1993661	1994771	+
sample_3_wt_rep2_peak_348	1	1994487	1994566	80	1994532	43	11.38646	NCU01927	1993661	1994771	+
sample_3_wt_rep2_peak_349	1	1994663	1994757	95	1994715	89	44.6616	NCU01927	1993661	1994771	+
sample_3_wt_rep2_peak_358a	1	2054835	2055211	377	2054907	400	436.19757	NCU01912	2054865	2055370	+
sample_3_wt_rep2_peak_358b	1	2054835	2055211	377	2055145	510	607.74597	NCU01912	2054865	2055370	+
sample_3_wt_rep2_peak_361a	1	2069649	2069897	249	2069702	169	125.47116	NCU01908	2069608	2070019	-
sample_3_wt_rep2_peak_361b	1	2069649	2069897	249	2069854	103	57.12724	NCU01908	2069608	2070019	-
sample_3_wt_rep2_peak_377b	1	2121770	2122002	233	2121953	755	1024.36572	NCU01893	2121862	2122415	-
sample_3_wt_rep2_peak_378	1	2122144	2122239	96	2122191	171	127.74232	NCU01893	2121862	2122415	-
sample_3_wt_rep2_peak_379a	1	2128954	2129210	257	2129064	89	44.6616	NCU01891	2128881	2129251	-
sample_3_wt_rep2_peak_379b	1	2128954	2129210	257	2129165	99	53.47764	NCU01891	2128881	2129251	-
sample_3_wt_rep2_peak_387a	1	2167522	2167855	334	2167564	200	161.75037	NCU01881	2167484	2167840	-
sample_3_wt_rep2_peak_387b	1	2167522	2167855	334	2167785	209	172.68616	NCU01881	2167484	2167840	-
sample_3_wt_rep2_peak_398	1	2233484	2233617	134	2233561	67	27.03695	NCU01859	2233083	2233970	-
sample_3_wt_rep2_peak_399a	1	2233718	2233896	179	2233753	43	11.38646	NCU01859	2233083	2233970	-
sample_3_wt_rep2_peak_399b	1	2233718	2233896	179	2233847	910	1306.724	NCU01859	2233083	2233970	-
sample_3_wt_rep2_peak_417a	1	2419126	2419607	482	2419188	140	93.74921	NCU02468	2418977	2419501	+
sample_3_wt_rep2_peak_417b	1	2419126	2419607	482	2419314	63	24.13552	NCU02468	2418977	2419501	+
sample_3_wt_rep2_peak_417c	1	2419126	2419607	482	2419447	131	84.4065	NCU02468	2418977	2419501	+
sample_3_wt_rep2_peak_418a	1	2428879	2429187	309	2428951	151	105.5039	NCU02472	2428436	2429264	-
sample_3_wt_rep2_peak_418b	1	2428879	2429187	309	2429107	81	37.95103	NCU02472	2428436	2429264	-
sample_3_wt_rep2_peak_419d	1	2432383	2432888	506	2432849	162	117.60307	NCU02474	2432597	2433043	-
sample_3_wt_rep2_peak_420	1	2432997	2433077	81	2433035	93	48.13341	NCU02474	2432597	2433043	-
sample_3_wt_rep2_peak_433a	1	2503187	2503497	311	2503231	187	86.1716	NCU02492	2503157	2503493	+
sample_3_wt_rep2_peak_433b	1	2503187	2503497	311	2503354	786	807.28229	NCU02492	2503157	2503493	+
sample_3_wt_rep2_peak_433c	1	2503187	2503497	311	2503466	79	19.38837	NCU02492	2503157	2503493	+
sample_3_wt_rep2_peak_449a	1	2579662	2579896	235	2579698	97	30.54555	NCU02514	2579582	2580025	-
sample_3_wt_rep2_peak_449b	1	2579662	2579896	235	2579848	2146	3313.25073	NCU02514	2579582	2580025	-
sample_3_wt_rep2_peak_453a	1	2599405	2599691	287	2599458	248	221.9211	NCU02520	2599397	2599740	+
sample_3_wt_rep2_peak_453b	1	2599405	2599691	287	2599608	102	56.20852	NCU02520	2599397	2599740	+
sample_3_wt_rep2_peak_455b	1	2608407	2608698	292	2608558	133	86.46036	NCU02522	2608465	2608686	+
sample_3_wt_rep2_peak_455c	1	2608407	2608698	292	2608676	52	16.72934	NCU02522	2608465	2608686	+
sample_3_wt_rep2_peak_458a	1	2620577	2620784	208	2620618	52	16.72934	NCU02524	2620296	2620811	+
sample_3_wt_rep2_peak_458b	1	2620577	2620784	208	2620747	93	48.13341	NCU02524	2620296	2620811	+
sample_3_wt_rep2_peak_483	1	2725527	2725613	87	2725568	187	146.26443	NCU02556	2725327	2726005	+
sample_3_wt_rep2_peak_484	1	2725908	2726013	106	2725956	183	141.57661	NCU02556	2725327	2726005	+
sample_3_wt_rep2_peak_499a	1	2786084	2786491	408	2786185	299	290.25616	NCU02576	2785577	2786433	+
sample_3_wt_rep2_peak_499b	1	2786084	2786491	408	2786403	148	102.26286	NCU02576	2785577	2786433	+
sample_3_wt_rep2_peak_502	1	2788733	2788831	99	2788775	247	220.62369	NCU02578	2788725	2789266	-
sample_3_wt_rep2_peak_503	1	2788946	2789040	95	2788987	243	215.45158	NCU02578	2788725	2789266	-
sample_3_wt_rep2_peak_528a	1	2878297	2878483	187	2878336	192	152.17593	NCU02605	2878056	2878864	+
sample_3_wt_rep2_peak_528b	1	2878297	2878483	187	2878446	78	35.5194	NCU02605	2878056	2878864	+
sample_3_wt_rep2_peak_529a	1	2878658	2878888	231	2878700	306	299.94446	NCU02605	2878056	2878864	+
sample_3_wt_rep2_peak_529b	1	2878658	2878888	231	2878803	219	185.03267	NCU02605	2878056	2878864	+
sample_3_wt_rep2_peak_533a	1	2902305	2902527	223	2902343	188	147.44218	NCU02609	2901357	2902528	+
sample_3_wt_rep2_peak_533b	1	2902305	2902527	223	2902487	151	105.5039	NCU02609	2901357	2902528	+
sample_3_wt_rep2_peak_541a	1	2925675	2925883	209	2925714	47	13.67339	NCU02616	2925665	2926033	-
sample_3_wt_rep2_peak_541b	1	2925675	2925883	209	2925839	58	20.6599	NCU02616	2925665	2926033	-
sample_3_wt_rep2_peak_543a	1	2935248	2935553	306	2935298	294	283.37918	NCU02618	2934486	2935552	+
sample_3_wt_rep2_peak_543b	1	2935248	2935553	306	2935416	128	81.35031	NCU02618	2934486	2935552	+
sample_3_wt_rep2_peak_543c	1	2935248	2935553	306	2935505	104	58.0501	NCU02618	2934486	2935552	+
sample_3_wt_rep2_peak_545a	1	2942374	2942607	234	2942421	49	14.87049	NCU02620	2942339	2942854	+
sample_3_wt_rep2_peak_545b	1	2942374	2942607	234	2942566	77	34.71963	NCU02620	2942339	2942854	+
sample_3_wt_rep2_peak_553a	1	2986130	2986389	260	2986174	698	814.82214	NCU02629	2986087	2986584	-
sample_3_wt_rep2_peak_553b	1	2986130	2986389	260	2986339	1321	1898.43433	NCU02629	2986087	2986584	-
sample_3_wt_rep2_peak_563a	1	3010082	3010373	292	3010128	2007	3101.67236	NCU02637	3010082	3010511	-
sample_3_wt_rep2_peak_563b	1	3010082	3010373	292	3010330	51	7.82808	NCU02637	3010082	3010511	-
sample_3_wt_rep2_peak_567a	1	3046122	3046357	236	3046162	195	155.74985	NCU02644	3045986	3047360	+
sample_3_wt_rep2_peak_567b	1	3046122	3046357	236	3046302	187	146.26443	NCU02644	3045986	3047360	+
sample_3_wt_rep2_peak_571a	1	3067566	3067833	268	3067676	126	79.32955	NCU02650	3067431	3067876	+
sample_3_wt_rep2_peak_571b	1	3067566	3067833	268	3067795	53	17.3652	NCU02650	3067431	3067876	+
sample_3_wt_rep2_peak_573	1	3091674	3091749	76	3091710	87	34.10785	NCU02657	3091094	3092486	-
sample_3_wt_rep2_peak_574a	1	3091899	3092122	224	3091955	1768	2589.6958	NCU02657	3091094	3092486	-
sample_3_wt_rep2_peak_574b	1	3091899	3092122	224	3092068	99	32.10086	NCU02657	3091094	3092486	-
sample_3_wt_rep2_peak_575	1	3092208	3092370	163	3092242	73	16.85189	NCU02657	3091094	3092486	-
sample_3_wt_rep2_peak_578a	1	3102619	3103015	397	3102657	46	13.08798	NCU02661	3102202	3103046	+
sample_3_wt_rep2_peak_578b	1	3102619	3103015	397	3102782	115	68.46445	NCU02661	3102202	3103046	+
sample_3_wt_rep2_peak_578c	1	3102619	3103015	397	3102961	66	26.30191	NCU02661	3102202	3103046	+
sample_3_wt_rep2_peak_583a	1	3135517	3135977	461	3135561	405	443.73523	NCU02668	3135445	3135871	+
sample_3_wt_rep2_peak_583b	1	3135517	3135977	461	3135660	387	416.72708	NCU02668	3135445	3135871	+
sample_3_wt_rep2_peak_583c	1	3135517	3135977	461	3135830	311	306.90714	NCU02668	3135445	3135871	+
sample_3_wt_rep2_peak_595	1	3189838	3189962	125	3189929	45	7.81337	NCU02684	3189891	3190746	-
sample_3_wt_rep2_peak_596a	1	3190149	3190376	228	3190212	371	339.91922	NCU02684	3189891	3190746	-
sample_3_wt_rep2_peak_596b	1	3190149	3190376	228	3190326	113	51.78657	NCU02684	3189891	3190746	-
sample_3_wt_rep2_peak_607a	1	3243051	3243393	343	3243094	93	48.13341	NCU02699	3242555	3243393	+
sample_3_wt_rep2_peak_607b	1	3243051	3243393	343	3243228	34	6.82361	NCU02699	3242555	3243393	+
sample_3_wt_rep2_peak_607c	1	3243051	3243393	343	3243370	45	12.51156	NCU02699	3242555	3243393	+
sample_3_wt_rep2_peak_615	1	3268991	3269072	82	3269030	4833	5645.35059	NCU10498	3268861	3269533	+
sample_3_wt_rep2_peak_616	1	3269199	3269332	134	3269258	3645	3826.19385	NCU10498	3268861	3269533	+
sample_3_wt_rep2_peak_617a	1	3272674	3272835	162	3272712	187	31.72338	NCU10497	3272686	3272893	+
sample_3_wt_rep2_peak_617b	1	3272674	3272835	162	3272796	239	57.43034	NCU10497	3272686	3272893	+
sample_3_wt_rep2_peak_619a	1	3283800	3284094	295	3283836	72	5.56392	NCU02712	3283805	3284141	+
sample_3_wt_rep2_peak_619b	1	3283800	3284094	295	3283970	393	237.50044	NCU02712	3283805	3284141	+
sample_3_wt_rep2_peak_619c	1	3283800	3284094	295	3284054	214	81.63277	NCU02712	3283805	3284141	+
sample_3_wt_rep2_peak_622a	1	3298389	3298619	231	3298429	53	17.3652	NCU02716	3298324	3298782	-
sample_3_wt_rep2_peak_622b	1	3298389	3298619	231	3298570	42	10.83817	NCU02716	3298324	3298782	-
sample_3_wt_rep2_peak_629	1	3332554	3332663	110	3332605	72	27.27668	NCU02724	3332481	3333280	+
sample_3_wt_rep2_peak_630	1	3332931	3333011	81	3332971	158	104.63368	NCU02724	3332481	3333280	+
sample_3_wt_rep2_peak_631	1	3333105	3333212	108	3333161	1414	2214.20312	NCU02724	3332481	3333280	+
sample_3_wt_rep2_peak_633a	1	3340017	3340385	369	3340049	35	7.28696	NCU02726	3339899	3341886	+
sample_3_wt_rep2_peak_633b	1	3340017	3340385	369	3340202	127	80.33824	NCU02726	3339899	3341886	+
sample_3_wt_rep2_peak_639a	1	3360915	3361163	249	3360979	363	381.28268	NCU02733	3360914	3361210	-
sample_3_wt_rep2_peak_639b	1	3360915	3361163	249	3361124	97	51.67853	NCU02733	3360914	3361210	-
sample_3_wt_rep2_peak_642	1	3376713	3376787	75	3376749	224	36.06167	NCU02738	3376706	3377115	+
sample_3_wt_rep2_peak_643	1	3376906	3377009	104	3376948	399	135.22842	NCU02738	3376706	3377115	+
sample_3_wt_rep2_peak_644a	1	3384680	3385055	376	3384732	135	88.52712	NCU02739	3384224	3385064	+
sample_3_wt_rep2_peak_644b	1	3384680	3385055	376	3384898	557	684.32556	NCU02739	3384224	3385064	+
sample_3_wt_rep2_peak_644c	1	3384680	3385055	376	3384992	283	268.38004	NCU02739	3384224	3385064	+
sample_3_wt_rep2_peak_648a	1	3400651	3400925	275	3400706	6233	8802.03809	NCU02744	3400613	3401441	+
sample_3_wt_rep2_peak_648b	1	3400651	3400925	275	3400876	3275	3729.65601	NCU02744	3400613	3401441	+
sample_3_wt_rep2_peak_649	1	3401023	3401103	81	3401063	938	588.62701	NCU02744	3400613	3401441	+
sample_3_wt_rep2_peak_651a	1	3407495	3407743	249	3407561	1028	1133.56055	NCU02746	3407497	3407805	+
sample_3_wt_rep2_peak_651b	1	3407495	3407743	249	3407705	94	19.62499	NCU02746	3407497	3407805	+
sample_3_wt_rep2_peak_662a	1	3451574	3451819	246	3451617	239	209.38309	NCU02754	3451337	3452077	+
sample_3_wt_rep2_peak_662b	1	3451574	3451819	246	3451774	422	467.78687	NCU02754	3451337	3452077	+
sample_3_wt_rep2_peak_669a	1	3466000	3466283	284	3466059	207	152.31618	NCU02761	3465987	3466559	-
sample_3_wt_rep2_peak_669b	1	3466000	3466283	284	3466180	185	127.95033	NCU02761	3465987	3466559	-
sample_3_wt_rep2_peak_677a	1	3523005	3523233	229	3523052	139	92.69857	NCU09377	3522966	3523572	-
sample_3_wt_rep2_peak_677b	1	3523005	3523233	229	3523190	415	458.89035	NCU09377	3522966	3523572	-
sample_3_wt_rep2_peak_680a	1	3531329	3531708	380	3531362	40	9.77115	NCU09375	3531306	3531746	+
sample_3_wt_rep2_peak_680b	1	3531329	3531708	380	3531504	85	41.2663	NCU09375	3531306	3531746	+
sample_3_wt_rep2_peak_680c	1	3531329	3531708	380	3531657	58	20.6599	NCU09375	3531306	3531746	+
sample_3_wt_rep2_peak_694	1	3676474	3676556	83	3676515	386	125.01807	NCU09995	3676307	3676902	+
sample_3_wt_rep2_peak_695	1	3676687	3676856	170	3676773	9907	16208.22852	NCU09995	3676307	3676902	+
sample_3_wt_rep2_peak_702a	1	3992432	3992662	231	3992481	83	23.56707	NCU09895	3992420	3992764	+
sample_3_wt_rep2_peak_702b	1	3992432	3992662	231	3992624	127	53.88497	NCU09895	3992420	3992764	+
sample_3_wt_rep2_peak_704a	1	4000930	4001278	349	4000987	84	40.42984	NCU09898	4000853	4001318	+
sample_3_wt_rep2_peak_704b	1	4000930	4001278	349	4001134	105	58.97707	NCU09898	4000853	4001318	+
sample_3_wt_rep2_peak_704c	1	4000930	4001278	349	4001224	85	41.2663	NCU09898	4000853	4001318	+
sample_3_wt_rep2_peak_710a	1	4099964	4100188	225	4100015	432	479.33578	NCU09803	4099943	4100551	+
sample_3_wt_rep2_peak_710b	1	4099964	4100188	225	4100146	116	68.05438	NCU09803	4099943	4100551	+
sample_3_wt_rep2_peak_711	1	4100439	4100513	75	4100475	43	10.96821	NCU09803	4099943	4100551	+
sample_3_wt_rep2_peak_719b	1	4134940	4135237	298	4135124	307	301.3342	NCU09813	4135019	4135561	-
sample_3_wt_rep2_peak_720	1	4135506	4135584	79	4135542	321	320.93613	NCU09813	4135019	4135561	-
sample_3_wt_rep2_peak_722a	1	4141753	4141970	218	4141786	44	10.56372	NCU09814	4141653	4142009	+
sample_3_wt_rep2_peak_722b	1	4141753	4141970	218	4141930	53	15.6117	NCU09814	4141653	4142009	+
sample_3_wt_rep2_peak_724	1	4145554	4145675	122	4145617	1333	1851.07458	NCU09816	4145268	4145879	-
sample_3_wt_rep2_peak_725	1	4145766	4145919	154	4145875	98	34.88921	NCU09816	4145268	4145879	-
sample_3_wt_rep2_peak_733a	1	4200886	4201084	199	4200927	740	889.35236	NCU09333	4200668	4201223	+
sample_3_wt_rep2_peak_733b	1	4200886	4201084	199	4201044	367	334.44077	NCU09333	4200668	4201223	+
sample_3_wt_rep2_peak_743	1	4251372	4251450	79	4251412	80	37.13516	NCU09322	4250624	4251744	+
sample_3_wt_rep2_peak_744	1	4251660	4251735	76	4251697	134	87.49214	NCU09322	4250624	4251744	+
sample_3_wt_rep2_peak_745	1	4251985	4252065	81	4252023	126	79.32955	NCU09321	4251989	4252459	-
sample_3_wt_rep2_peak_746	1	4252293	4252367	75	4252326	47	13.67339	NCU09321	4251989	4252459	-
sample_3_wt_rep2_peak_753	1	4289394	4289476	83	4289435	196	156.94559	NCU09312	4289315	4289737	+
sample_3_wt_rep2_peak_754	1	4289566	4289703	138	4289625	285	271.09363	NCU09312	4289315	4289737	+
sample_3_wt_rep2_peak_756a	1	4304058	4304355	298	4304133	58	20.6599	NCU09310	4303304	4304419	+
sample_3_wt_rep2_peak_756b	1	4304058	4304355	298	4304303	292	280.63867	NCU09310	4303304	4304419	+
sample_3_wt_rep2_peak_760	1	4360472	4360548	77	4360510	59	21.34102	NCU03055	4360081	4360841	+
sample_3_wt_rep2_peak_761	1	4360631	4360768	138	4360750	80	37.13516	NCU03055	4360081	4360841	+
sample_3_wt_rep2_peak_765	1	4377600	4377689	90	4377644	249	223.22025	NCU03060	4377599	4378266	-
sample_3_wt_rep2_peak_766	1	4378028	4378121	94	4378073	135	88.52712	NCU03060	4377599	4378266	-
sample_3_wt_rep2_peak_770a	1	4398454	4399017	564	4398496	31	5.50579	NCU03064	4398398	4399724	-
sample_3_wt_rep2_peak_770b	1	4398454	4399017	564	4398584	82	38.77214	NCU03064	4398398	4399724	-
sample_3_wt_rep2_peak_770c	1	4398454	4399017	564	4398760	106	59.9081	NCU03064	4398398	4399724	-
sample_3_wt_rep2_peak_770d	1	4398454	4399017	564	4398915	903	1293.70947	NCU03064	4398398	4399724	-
